cell,CD4,TLL1,EPHA8,CD69,CDKN1A,CCR7,PDGFRA,CD44,FCGR2A,EGFR,KHDRBS2,DRAXIN,LMX1A,RFTN2,IGFBP7,EOMES,CTLA4,HHIP,COL1A2,TRIM9,ATOH1,IGF1,NCAM1,TULP1,FOXJ1,CD37,CD19,RIT2,IGDCC3,VTCN1,KCNH8,CNTN2,PTCH1,OTX2,MEIS2,TNC,CDH5,PPP1R17,APOD,SEMA6A,NNAT,NPAS3,PTPRC,IL4,EZH2,CD74,C5AR1,DLL3,SRC,HLA-DRB1,Blank-1,Blank-2,Blank-3,Blank-4,Blank-5,Blank-6,Blank-7,Blank-8,Blank-9,Blank-10,Blank-11,Blank-12,Blank-13,Blank-14,Blank-15,Blank-16,Blank-17,Blank-18,Blank-19,Blank-20,Blank-21,Blank-22,Blank-23,Blank-24,Blank-25,Blank-26,Blank-27,Blank-28,Blank-29,Blank-30,Blank-31,Blank-32,Blank-33,Blank-34,Blank-35,Blank-36,Blank-37,Blank-38,Blank-39,Blank-40
112824700230101709,0,1,0,0,1,0,1,0,3,0,0,0,0,1,0,0,0,5,0,2,0,0,13,0,0,0,0,0,0,0,0,6,4,0,4,0,1,0,2,9,9,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
112824700230101710,0,1,1,0,1,0,1,0,0,2,0,1,0,2,1,0,0,0,3,1,1,0,11,0,0,0,0,0,1,1,0,2,2,0,5,1,0,0,2,3,18,1,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112824700230101711,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,3,0,3,0,0,0,2,2,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
112824700230101713,0,4,2,0,0,0,3,0,1,2,0,2,0,1,0,0,0,1,9,1,0,0,16,1,0,0,0,0,0,1,0,3,1,0,1,0,0,0,10,16,33,1,0,0,2,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101718,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101721,0,1,0,0,2,0,0,1,3,3,0,1,0,1,1,0,1,9,19,1,2,1,23,0,1,0,0,0,3,0,1,3,4,0,8,0,1,0,5,9,11,1,0,0,8,15,0,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
112824700230101724,0,1,0,0,2,0,1,0,1,2,0,0,0,0,0,0,0,5,0,0,3,1,24,0,0,0,0,0,0,0,0,8,3,0,5,0,0,0,5,10,9,1,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101725,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,7,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101727,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,1,0,1,0,0,3,4,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
112824700230101729,0,1,0,0,2,0,2,0,2,1,0,2,0,4,1,0,0,3,1,0,0,0,14,0,0,0,0,0,1,0,0,1,1,0,4,0,0,0,1,7,9,2,0,0,8,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
112824700230101731,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101734,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,3,2,0,2,0,1,0,0,2,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101736,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,6,2,0,0,0,15,0,0,0,0,0,0,0,0,1,8,0,5,0,0,0,0,1,6,1,0,0,7,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101738,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,9,6,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101741,0,1,1,0,2,0,1,0,1,1,0,3,0,1,0,0,0,1,0,1,0,0,15,0,0,0,0,0,1,0,0,8,1,0,1,0,0,0,0,3,7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
112824700230101742,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,8,0,0,0,0,0,4,0,0,3,6,0,1,0,0,0,1,3,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101743,0,0,0,0,4,0,0,0,4,3,0,3,0,0,0,0,0,1,5,0,1,0,8,1,0,0,0,0,0,0,0,4,1,0,1,0,0,1,3,6,6,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101744,0,0,0,0,3,0,0,0,2,0,1,2,0,0,0,0,0,1,0,1,2,0,10,0,0,0,0,0,1,0,0,4,2,0,8,0,1,0,1,9,18,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101746,0,0,0,0,1,1,1,1,2,4,0,0,0,3,1,0,0,8,19,1,1,0,9,0,0,0,0,0,2,0,0,1,4,0,3,1,1,0,11,2,9,0,1,0,1,12,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
112824700230101749,1,0,0,0,2,0,0,0,0,0,0,1,0,0,5,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,2,35,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101753,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,3,8,0,1,0,7,0,0,0,0,0,2,0,0,3,3,0,2,0,1,0,16,1,10,2,1,0,1,10,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101754,0,1,0,0,8,1,1,0,5,2,0,2,0,0,0,0,0,0,33,2,0,0,24,0,0,0,0,0,3,0,0,10,0,0,8,0,0,3,2,15,22,0,0,0,4,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
112824700230101755,0,1,0,0,1,0,2,0,0,0,0,1,0,1,1,0,0,2,31,0,1,0,3,0,0,0,0,0,0,0,0,2,3,0,4,0,0,0,39,0,5,1,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101759,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,6,3,1,2,0,11,0,0,0,0,0,3,0,0,2,6,0,2,0,0,0,0,0,8,3,0,0,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101761,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3,0,3,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
112824700230101762,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,2,0,5,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101764,0,0,0,0,1,0,2,1,4,0,0,0,0,0,1,0,0,2,12,0,0,0,5,0,0,0,0,0,0,0,1,2,3,0,2,0,0,0,13,13,7,1,0,0,1,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101767,0,0,0,0,1,0,0,1,1,0,0,1,0,5,0,0,0,10,0,1,0,0,15,0,0,0,0,0,0,0,0,0,5,0,5,0,0,2,0,6,2,4,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112824700230101768,1,1,0,0,1,0,0,0,0,1,0,1,0,3,0,0,0,4,2,0,2,0,11,0,0,0,0,0,0,0,0,7,4,0,7,0,0,0,1,8,10,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
112824700230101769,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,5,1,1,0,7,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,4,2,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101770,0,1,0,0,3,0,1,0,1,3,0,1,1,1,0,0,0,2,4,2,1,0,13,0,0,0,0,0,0,0,0,6,1,0,6,0,0,1,3,21,17,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
112824700230101771,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,6,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101772,1,0,0,0,0,0,3,0,1,0,0,1,0,2,0,0,0,3,56,0,1,0,6,0,0,0,0,0,0,0,0,1,8,0,5,0,0,0,8,4,4,1,0,0,3,0,0,13,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
112824700230101773,2,1,0,0,2,0,6,0,2,0,0,0,0,0,1,0,0,0,100,2,1,0,5,0,0,0,0,0,0,0,0,2,2,0,4,2,0,0,18,4,19,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101775,2,2,0,0,0,0,1,0,2,2,0,0,0,0,1,1,0,7,2,2,2,0,12,0,0,0,0,0,0,1,0,2,5,0,2,0,1,1,17,3,4,2,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
112824700230101778,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,7,1,0,0,0,0,1,0,0,6,2,0,1,0,0,0,0,9,4,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
112824700230101780,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7,0,0,1,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,3,0,0,0,2,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
112824700230101781,0,0,2,0,3,0,1,0,1,0,0,1,0,1,0,0,0,1,22,0,0,0,5,1,0,0,0,0,0,0,0,2,3,0,1,0,0,1,2,3,3,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101783,1,2,0,0,1,0,5,0,0,1,0,1,0,0,0,0,0,0,39,3,0,0,9,0,0,0,2,0,0,0,1,4,1,0,3,0,0,0,6,8,3,1,1,0,0,32,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
112824700230101787,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,2,2,0,18,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,3,6,0,0,0,4,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
112824700230101790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101791,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,2,1,1,0,0,0,3,0,0,1,0,0,1,0,0,2,3,0,1,0,0,1,4,1,2,1,1,0,0,50,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101792,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,1,1,2,0,1,0,0,0,0,0,2,0,0,0,3,0,4,0,0,0,6,4,3,1,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101795,0,6,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,12,0,0,0,0,0,0,0,1,5,0,0,1,3,0,0,1,4,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
112824700230101796,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101797,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,1,0,4,0,0,0,0,0,0,0,0,1,3,0,0,1,0,2,0,1,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101798,0,1,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,3,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
112824700230101799,3,0,0,1,1,0,2,3,0,0,0,1,0,1,1,1,0,0,8,0,0,0,4,1,0,3,1,0,0,0,0,0,1,0,1,0,0,0,15,0,3,0,5,0,1,11,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101801,0,1,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,1,0,3,0,0,13,0,0,0,0,0,1,0,0,2,2,0,2,0,0,0,4,8,22,1,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112824700230101802,2,1,0,0,6,0,3,0,1,1,0,3,0,0,1,0,0,1,5,2,1,0,17,0,0,0,0,0,0,0,0,4,2,0,3,1,0,0,6,10,55,2,0,0,1,1,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
112824700230101803,1,0,0,0,2,0,11,2,0,0,0,0,0,1,2,0,0,1,35,0,3,0,7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,24,5,10,2,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101806,1,2,0,0,2,0,0,0,2,5,0,7,0,0,0,0,0,1,1,2,0,0,21,0,0,0,0,0,0,0,0,20,3,0,3,1,1,0,0,22,35,1,0,0,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101807,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,1,1,8,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101808,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,4,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101809,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101812,1,5,0,0,1,0,5,0,1,1,0,4,0,1,0,0,0,0,33,2,0,0,13,0,0,1,0,0,0,0,0,4,2,0,3,1,0,0,6,6,6,0,0,0,0,24,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101813,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,0,0,3,15,1,1,0,4,1,0,0,0,0,3,0,1,4,5,0,4,0,0,0,11,5,5,2,0,0,3,2,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
112824700230101816,1,0,0,0,1,0,1,0,2,3,0,3,0,5,0,0,0,11,1,0,2,0,31,0,1,0,0,1,3,0,1,7,14,0,5,0,3,1,2,18,19,0,0,0,2,2,1,5,3,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
112824700230101819,0,0,0,0,2,0,3,0,2,0,0,4,0,0,2,0,0,0,25,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11,7,7,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101822,0,3,0,0,2,0,0,0,1,0,0,1,0,2,0,0,0,0,1,2,0,0,18,0,0,0,0,0,1,0,0,8,1,0,5,0,0,1,0,8,21,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101823,2,2,1,0,2,1,6,0,1,1,0,0,0,1,0,0,0,3,30,0,1,0,10,0,0,0,0,0,2,0,0,9,5,0,2,0,0,0,12,7,6,0,0,0,0,13,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
112824700230101826,0,2,0,0,3,0,0,1,0,0,0,3,0,3,0,0,0,1,19,0,1,0,10,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,8,3,10,2,0,0,3,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
112824700230101827,0,1,0,0,9,0,0,0,2,1,0,2,0,0,0,0,0,0,0,1,0,0,18,0,0,0,0,0,1,0,0,10,3,0,6,0,0,0,0,20,40,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101829,1,2,0,0,3,0,3,0,1,1,0,4,0,0,0,0,0,0,0,6,0,0,16,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,4,8,0,0,0,1,3,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
112824700230101830,0,0,0,0,0,0,3,0,0,1,0,0,0,2,1,0,0,0,15,0,0,0,2,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,28,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101831,0,1,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,3,0,0,12,0,0,1,0,0,0,0,1,7,4,0,2,0,1,0,0,11,2,0,0,0,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101833,0,2,0,0,2,0,0,0,1,1,0,4,0,0,0,0,0,5,0,6,1,0,17,0,0,0,0,0,2,0,0,11,3,0,5,0,0,0,1,9,30,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
112824700230101834,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,2,0,1,1,2,0,1,0,1,0,4,6,4,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101836,0,0,0,0,0,0,4,0,0,2,0,0,0,0,2,0,0,0,64,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,31,0,4,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101837,3,1,0,0,1,0,1,0,3,1,0,2,0,4,0,0,0,2,15,0,1,0,4,0,0,0,0,0,0,0,0,1,3,0,3,0,0,1,6,5,8,0,2,0,0,37,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101838,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230101844,2,1,0,0,3,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,2,2,0,2,0,0,0,1,18,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
