cell,CD4,TLL1,EPHA8,CD69,CDKN1A,CCR7,PDGFRA,CD44,FCGR2A,EGFR,KHDRBS2,DRAXIN,LMX1A,RFTN2,IGFBP7,EOMES,CTLA4,HHIP,COL1A2,TRIM9,ATOH1,IGF1,NCAM1,TULP1,FOXJ1,CD37,CD19,RIT2,IGDCC3,VTCN1,KCNH8,CNTN2,PTCH1,OTX2,MEIS2,TNC,CDH5,PPP1R17,APOD,SEMA6A,NNAT,NPAS3,PTPRC,IL4,EZH2,CD74,C5AR1,DLL3,SRC,HLA-DRB1,Blank-1,Blank-2,Blank-3,Blank-4,Blank-5,Blank-6,Blank-7,Blank-8,Blank-9,Blank-10,Blank-11,Blank-12,Blank-13,Blank-14,Blank-15,Blank-16,Blank-17,Blank-18,Blank-19,Blank-20,Blank-21,Blank-22,Blank-23,Blank-24,Blank-25,Blank-26,Blank-27,Blank-28,Blank-29,Blank-30,Blank-31,Blank-32,Blank-33,Blank-34,Blank-35,Blank-36,Blank-37,Blank-38,Blank-39,Blank-40
112824700230102207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,1,0,0,0,1,0,5,1,0,3,0,0,0,0,7,10,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
112824700230102208,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,1,1,2,0,1,0,1,0,0,6,7,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
112824700230102209,0,0,0,0,8,0,1,0,1,1,0,3,0,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,5,2,0,1,0,1,0,3,12,23,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102210,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,1,1,0,0,7,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,5,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102211,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,4,1,0,0,12,0,0,0,0,0,1,0,0,1,6,0,6,0,1,0,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102212,0,1,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,1,1,0,3,3,0,2,0,1,0,0,12,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102217,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,1,4,6,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102219,0,0,0,0,9,0,0,0,0,3,0,5,0,1,0,0,0,0,0,1,0,0,17,0,0,0,0,0,1,0,0,8,5,1,3,0,0,0,0,11,33,0,0,0,1,0,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102220,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,15,13,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102221,2,1,0,0,1,0,0,0,0,4,0,3,0,2,1,0,0,5,16,3,1,0,30,0,0,0,0,0,0,1,0,9,1,0,4,0,1,0,13,19,16,2,0,0,2,1,1,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102222,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,7,0,0,0,10,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,12,8,3,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102225,0,0,1,0,0,0,0,0,1,2,0,2,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,2,0,0,4,2,0,5,0,1,0,0,20,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102228,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,12,0,0,0,0,0,1,0,0,0,2,0,4,0,0,0,1,3,12,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
112824700230102229,0,0,0,0,3,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,3,15,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102230,0,0,0,0,9,0,0,0,1,1,0,3,0,2,0,0,0,0,0,2,2,0,12,0,0,0,1,0,1,0,0,7,4,1,3,0,1,0,2,14,13,0,0,0,2,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102233,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102235,0,0,0,0,5,0,0,0,0,0,0,2,0,0,4,0,0,0,1,2,0,0,12,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,5,19,17,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
112824700230102236,0,1,0,0,5,0,0,0,1,1,0,2,0,0,0,0,0,0,0,4,0,0,17,0,0,0,0,0,1,0,0,14,1,0,1,0,0,0,0,14,28,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
112824700230102241,0,0,0,0,10,0,1,0,1,1,0,0,0,0,0,0,0,0,1,5,0,0,8,1,0,1,0,0,0,0,0,6,2,0,2,1,0,0,0,4,12,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102242,0,1,1,0,1,0,1,0,0,4,0,2,0,0,1,0,0,1,3,1,0,0,19,0,0,0,0,0,1,0,1,9,4,0,8,0,0,0,3,17,10,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102247,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102248,1,1,0,0,7,0,9,2,0,3,0,0,0,1,7,1,0,0,101,2,1,0,7,0,0,0,0,0,0,0,0,3,2,0,6,1,0,0,38,8,14,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102249,0,2,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,1,0,1,0,0,29,0,0,0,0,0,1,0,0,7,2,0,5,0,0,0,1,28,37,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102250,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,2,9,1,2,0,4,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,5,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102252,0,0,0,0,0,0,0,1,1,4,0,3,0,0,0,0,0,4,1,1,0,1,17,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,11,16,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102253,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,21,0,1,0,0,0,0,0,1,5,1,0,4,0,2,0,0,7,10,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102254,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,1,1,1,0,7,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,2,4,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102255,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,4,1,1,1,0,6,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,4,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102256,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,11,0,0,0,1,0,2,0,0,6,1,0,7,0,0,0,0,5,9,1,0,0,2,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102257,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,1,0,1,0,11,0,0,0,0,0,1,0,1,4,5,0,4,0,0,0,0,6,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102260,0,1,0,0,4,0,0,0,1,3,0,2,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,1,0,0,4,1,0,1,0,0,1,0,26,7,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
112824700230102263,0,3,0,0,3,0,9,0,3,1,0,1,0,0,0,0,0,0,36,1,1,0,9,0,0,0,0,0,1,0,0,4,0,0,1,4,0,0,6,2,7,0,0,0,3,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
112824700230102264,2,0,0,0,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,8,2,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102265,0,0,0,0,1,0,0,1,1,2,1,0,0,0,0,0,1,5,5,0,0,0,11,0,0,0,0,0,1,0,0,2,7,0,4,0,0,0,0,6,2,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
112824700230102266,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,7,1,0,3,0,1,0,0,11,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102267,0,0,0,0,1,0,0,0,0,2,0,1,0,3,0,0,0,7,18,0,0,0,7,1,0,0,0,0,0,0,0,0,5,0,2,0,0,0,4,2,5,0,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102268,0,0,0,0,4,0,1,1,2,3,0,4,0,3,0,0,0,7,5,2,2,0,21,0,0,0,0,0,0,0,0,6,2,0,6,0,1,0,3,13,13,0,0,0,6,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
112824700230102271,0,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,7,8,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102274,1,1,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,8,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,2,20,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
112824700230102275,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
112824700230102281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,2,5,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102286,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102292,0,0,0,0,6,0,1,1,0,2,0,2,0,1,1,0,0,6,12,0,0,1,23,0,0,0,0,0,4,0,0,1,4,0,2,0,0,0,15,1,14,1,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102296,0,1,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102297,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,8,0,0,0,0,0,2,0,0,4,1,0,3,0,4,0,2,9,3,0,0,0,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
112824700230102301,0,0,0,0,1,0,1,1,0,0,0,0,0,4,0,0,0,4,4,1,2,0,8,0,0,0,0,0,1,0,0,0,4,0,4,0,0,0,3,3,6,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102303,1,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
112824700230102304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102305,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102308,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,4,0,3,0,3,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,1,5,0,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102311,0,0,0,0,2,0,2,0,1,1,0,0,0,2,0,0,0,0,28,0,1,0,10,0,0,0,0,0,0,0,0,4,2,0,3,0,0,1,9,5,14,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
112824700230102312,0,0,0,0,7,0,0,1,0,3,0,12,0,0,0,0,0,2,1,0,0,0,19,0,0,0,0,0,1,0,0,14,3,0,6,0,4,0,0,25,24,0,0,0,2,0,1,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102321,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,2,10,10,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102322,1,0,0,0,0,0,8,1,0,0,0,1,0,0,3,0,0,1,10,0,1,1,4,0,0,0,0,0,1,0,0,0,5,0,2,0,0,0,27,5,10,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102328,0,2,0,0,6,0,0,0,3,0,0,1,0,1,1,0,0,1,3,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,8,17,0,0,0,2,8,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102332,3,0,0,0,0,0,16,0,0,2,1,0,0,3,1,0,0,0,71,0,2,0,4,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,28,0,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230102336,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,1,1,1,0,8,0,0,0,0,0,2,0,1,0,4,0,2,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230200289,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,2,9,0,1,0,7,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,4,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230200291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230200293,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230200295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,5,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230200296,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230200310,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,12,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,1,10,2,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230200313,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,3,4,1,0,0,11,0,0,0,0,0,1,0,0,0,4,0,3,0,0,0,4,3,3,1,0,0,3,2,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230200317,1,0,0,0,0,1,13,1,0,4,0,0,0,0,2,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,36,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
112824700230200319,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,5,3,0,2,0,2,1,7,12,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230200321,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,19,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230200324,0,0,0,0,1,1,0,0,1,1,0,1,0,2,3,0,0,3,1,0,2,0,12,0,0,0,0,0,3,0,0,1,2,0,3,0,0,0,4,2,4,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230200337,0,0,0,0,6,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,6,1,0,0,0,0,1,0,0,5,0,0,2,0,5,0,1,8,12,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
112824700230200352,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,1,0,0,6,1,0,4,0,0,0,0,15,7,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700230200362,0,0,0,0,3,0,0,0,1,1,0,0,0,2,7,0,1,1,1,1,0,0,8,0,0,1,0,0,0,0,0,4,4,0,3,0,1,0,3,1,0,0,0,0,1,14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
