,fov,volume,center_x,center_y,min_x,max_x,min_y,max_y
242505470823455498257346039208928872056,0,319.512617689091,2463.59592386415,-62.2666809557305,2458.87973272909,2468.3121149992,-66.2918045869067,-58.2415573245544
242506384744679569968360337539184330077,0,240.936321823787,2606.06228983134,53.1464946097659,2602.15559010885,2609.96898955384,49.5959725397961,56.6970166797357
245793634473529681809466137558950508427,0,390.833858427634,2583.41419520473,5.75591757706648,2576.96857833049,2589.85981207896,2.17965264389726,9.3321825102357
254483136350700745702735760492436294703,0,799.920057784166,2451.34285158755,72.4333974954033,2445.11606978058,2457.56963339452,64.0605293459317,80.8062656448748
256567388657278399784897365936395757814,0,478.74833137224,2443.03116015486,52.0177347093077,2438.0491667167,2448.01315359302,46.0531403353996,57.9823290832158
262310645417623987580673665198517806037,0,411.637670645232,2521.9487529444,-86.213135199665,2516.43635295482,2527.46115293399,-91.0253813136723,-81.4008890856577
263427224537150712165664924835630543013,0,250.61443778017,2431.34438232496,-19.1624449492248,2427.81359648071,2434.87516816922,-23.7401418914229,-14.5847480070268
263941291789060234250194420892283829957,0,167.317542564143,2506.20742331729,-94.5368290400683,2502.63217583816,2509.78267079641,-97.0715605975993,-92.0020974825372
268534097423704448059468333999028819573,0,788.01554900833,2592.51076058288,-23.8842520779219,2586.74327425595,2598.27824690982,-31.7841168654682,-15.9843872903757
272400239855738325765546554703301494936,0,450.361786308709,2555.20172330364,41.6088880275768,2549.70746522117,2560.69598138611,37.0900945201382,46.1276815350154
273438385752210159271005067133491647147,0,799.511640743989,2561.01408748648,27.9012474692857,2554.80159980192,2567.22657517104,20.4929403874964,35.309554551075
273786968487219010032979181499572096519,0,211.782629705624,2427.4051535008,-5.48518492711521,2423.26775134829,2431.54255565332,-8.70860270256023,-2.2617671516702
277802528531683930578231575144107476807,0,1243.95404237817,2497.16990296558,75.9017393144975,2490.13310081441,2504.20670511674,65.8724511391381,85.9310274898568
28281874428036806179470345862819664247,0,472.873634769602,2577.2093575923,97.6470845114785,2572.60198792124,2581.81672726337,91.170947215163,104.123221807794
286665165295803051302293402268347279261,0,241.400179865353,2502.45885214911,-11.8627537499945,2497.32826886011,2507.5894354381,-15.2056222230378,-8.51988527695116
295807524802164385620190299292192592304,0,955.123661832609,2616.55081692739,4.38338576835166,2609.97054062213,2623.13109323265,-3.6302719545356,12.3970434912389
302374226073267776670144734714872331710,0,659.176355891742,2438.76270599884,-38.1151498724507,2431.3493700523,2446.17604194538,-44.8026077024128,-31.4276920424886
30686940126392345628216276924721434929,0,555.153162225086,2591.71954424945,-51.5713118920812,2587.00179844949,2596.4372900494,-58.1046213729836,-45.0380024111788
30853281464369654793136816545864714170,0,219.777486633985,2510.31662591017,-47.3660246579406,2506.38270080343,2514.2505510169,-51.4031305578424,-43.3289187580389
309082931702885330758032139888222581021,0,355.158909151494,2598.81643433792,-40.025337901079,2594.51915495285,2603.11371372299,-44.538627225944,-35.5120485762141
313514347976773173944910609621242810076,0,409.333741727362,2446.53938836862,100.260646616576,2440.736011103,2452.34276563424,94.6820733823408,105.839219850811
313605673871238743170714481651064231609,0,464.066568935977,2610.50290971869,-8.68949036625111,2606.18297599819,2614.82284343919,-15.1306684766156,-2.24831225588659
322827860775604751880711068705737601093,0,616.11278451242,2617.28851845362,-15.3466533188463,2611.43832105608,2623.13871585115,-21.0401632939937,-9.65314334369892
327518817510696568636574034493870790818,0,154.965855835377,2472.77165005202,-45.2451899315209,2469.0425309233,2476.50076918075,-47.8607280585108,-42.6296518045311
328272341617192790089398490547055410324,0,2186.80623271863,2527.44938554201,31.6110586592515,2516.67258791835,2538.22618316568,20.1613594267705,43.0607578917324
328433785273049057262554825066034257455,0,237.264723074631,2616.76613084292,56.3527209371841,2613.4248321609,2620.10742952493,52.2788120647557,60.4266298096125
329928904110453767694312690588169507113,0,395.522725702133,2443.34480308515,59.5747201599152,2437.86671254122,2448.82289362908,54.5520642696177,64.5973760502128
331074452149606181111957719361464869417,0,275.420029716357,2603.65210333682,50.0874655719787,2598.96776041512,2608.33644625852,45.2487187369103,54.9262124070471
333132698837375130948726667964333534107,0,284.483399373858,2496.65573914782,-19.2667941731383,2492.46721740598,2500.84426088966,-23.7401418914229,-14.7934464548537
333293948553030780981124915107279475401,0,400.317169425905,2599.74118162083,78.0932453364223,2594.86276077082,2604.61960247083,73.4590876160276,82.727403056817
4251061196688583643881353065523405891,0,2206.02664260292,2502.00565662382,-39.0214894440188,2489.97675891676,2514.03455433088,-49.6392628746697,-28.403716013368
42843248260862004114833252797249339560,0,671.956432669717,2542.64364679827,80.8707549512486,2536.54422836501,2548.74306523152,74.2984943980799,87.4430155044172
44277434920967011134800221763479682131,0,162.400232797046,2514.82292028993,-92.4717449505609,2511.59101310054,2518.05482747931,-95.5790395618229,-89.3644503392989
45289567347450013751893666493924081249,0,643.494464977731,2429.86920789086,-1.12401740445108,2423.45701695204,2436.28139882969,-8.45909438213678,6.21105957323462
47804802041421510280310582338514138191,0,158.204872631613,2568.38311689416,28.8508019885429,2565.83934580832,2570.92688798001,25.4160254551315,32.2855785219543
50899761158001276593835213298527509341,0,122.638086668477,2537.00483774497,62.0639993603461,2534.67162560161,2539.33804988833,59.1695375124152,64.9584612082771
5302949754280022264138366701195215887,0,631.694056940238,2486.46026341822,-43.7749035390041,2480.58804265091,2492.33248418553,-50.5181478122049,-37.0316592658033
55031283675451337870589483865755657279,0,445.790289873402,2601.55345671201,33.0028518721025,2596.19555817697,2606.91135524705,27.9979446834249,38.0077590607801
5795258025525790408682844391926212331,0,557.767382821634,2545.6518077742,92.940796824369,2539.68183178017,2551.62178376824,87.8425846887177,98.0390089600204
58694306040095790066952871213035666463,0,563.725693100629,2500.61495314204,108.066656271423,2495.2751743243,2505.95473195977,101.80261376798,114.330698774866
6292056207929617102694828311585228860,0,224.628844643798,2474.29088658105,-69.7591869911229,2470.23546327585,2478.34630988625,-74.2689999445847,-65.2493740376612
65124865999377967585683678131246882030,0,156.727473429928,2593.68293044545,9.41537058468913,2591.35427518791,2596.01158570299,5.74362439250378,13.0871167768745
70715665087474924978826345867348991818,0,978.449869754223,2419.33482808227,-52.4249291821278,2412.4339486338,2426.23570753074,-60.027854240871,-44.8220041233845
81030446280091463896010483879308121387,0,745.547166775857,2428.06589739162,84.3637759248197,2421.57836944661,2434.55342533664,77.9901018420885,90.7374500075509
83017699706431478152681821940269540078,0,897.469943051958,2610.46482817376,22.6880747324723,2602.10106797237,2618.82858837515,15.1243420828128,30.2518073821318
837810013993617395374053318611380733,0,567.537295190755,2416.13062419789,-3.18290150510894,2409.14196040367,2423.11928799211,-8.97095558159907,2.60515257138118
84964139210506246886167198750560043477,0,243.36700516904,2591.27614548161,-40.5978138065644,2588.06508944976,2594.48720151345,-44.4759775196789,-36.7196500934498
8554867671176989236074661159058453136,0,1378.32010134868,2567.867888557,46.2291163101054,2559.12772734765,2576.60804976634,36.9327846568284,55.5254479633824
89687181961488954717421527849094609164,0,696.455140400286,2593.1385731785,52.3661666270314,2586.75089687445,2599.52624948254,46.2433033539414,58.4890299001213
95349663371559167807435190429970900724,0,319.917156461348,2597.4456776598,-31.1382998063471,2593.14280798484,2601.74854733475,-35.2169085638166,-27.0596910488775
98538965593379353455881211877253415173,0,1494.30763635764,2441.68331107306,82.5153406180418,2433.78124351603,2449.58537863009,72.5705080957242,92.4601731403595
99103300832376657987379734140330816574,0,464.228300453019,2501.65069910086,94.5109114713914,2497.34088451912,2505.96051368261,88.4625728835951,100.559250059188
99471994882184799235845481075474519252,0,915.169918015923,2473.83198923143,-97.910124789112,2467.10331366569,2480.56066479717,-105.850797208585,-89.9694523696388
