fov,cell_ID,Chrna4,Slc6a1,Cd109,Ldha,Aldoc,Drd1,Tank,Rit2,Prkag2,Lpar3,Serinc5,Unc5c,Cd3g,Id1,Braf,Aph1b/c,Itgb8,Adrb2,Cbln2,Kcnq3,Zwint,Pgd,Col3a1,Nckap1,Wdr41,Gnb1,Prex1,Grid1,Gas2,Calb2,Grip1,Crhr2,Map3k5,Grin2a,Chrm2,Mecp2,Fabp7,Ip6k2,Chrna7,Slit2,Sstr4,Snap25,Bex1/2,Calca,Hexb,Trpv1,Lrrc7,Slc17a7,Tnik,Ifnar1,Ywhaq,P2ry14,Nrg2,Glp2r,Astn2,Myl6,Taldo1,Gstm1,Prkcq,Map2k1,Nap1l5,Cd81,Mef2c,Uggt2,Camk2b,Mef2a,Bcl2,Clstn1,Fgf1,Ccl2,Wdr59,Cfh,Trio,Sv2a,Gnas,Pde10a,Atp1b1,Pllp,Glp1r,Man1a,Nkg7,Shprh,Wscd1,C1s1/2,Ube2e1,Pik3ca,Kirrel3,Ube3c,Clec7a,Calm1,Avp,Cckar,Chl1,Fpr3,Chrm1,Nnat,Gnai1,Grm1,Sirt1,Map2k6,Brwd1,Atxn2,Lpin1,Apba1,Tenm4,Anapc16,Cacna2d1,Cacng3,Aspa,Atg4c,Lpar6,Rock1,Slc6a3,Epha6,Pik3r1,Itpr2,Tmsb4x,Epn2,Pfkm,Rtn4,Ago2,Bcas1,Cd74,Abi1,Sox6,Pdgfra,Mobp,Ngf,Gabrb3,P2rx4,Sncb,Nrsn1,Reln,Scg5,Srgn,Kif5c,Mbp,Itgax,Gnaq,Nrcam,Slc1a2,Adcy2,Taok3,Pdgfd,Plppr1,C2,Prkcb,Gria4,Scn2a,Lilra5,Mcu,Jam3,Dlgap2,Slc2a13,Cacnb4,Nrgn,Penk,Myl9,Adgrg1,Nf1,Htt,Dicer1,Sbf2,Cul1,Ndrg1,Btrc,Rora,Stmn3,Des,Plpp3,Skil,Nsg1,Hdac4,Psen1,Ksr2,Bcan,Adra1d,Slc32a1,Ada,Lpar1,Cdk6,P2ry12,Gphn,Ptprz1,Cdk8,Ptpn1,Dner,Fbxw7,Rasal2,Slc2a1,H2-Aa,Adam10,Mapkap1,Hmgb1,Il1rap,Rasgrf2,Dync1h1,Phc3,Slc38a9,Slc6a11,Ace2,Dnm3,Grn,Pou2f1,Gad1,Terf2ip,Itgav,Nr3c1,Stxbp1,Setx,Ssh2,Vtn,Gabra2,6330403K07Rik,Ppp3ca,Cop1,S100b,Agtr2,Aplp2,Crebbp,Mc5r,Stmn2,Mdga2,Pcp4,Adcy1,Ambra1,Esam,Chrm3,Syt1,Daam1,Ntrk2,Mapk14,Itch,Lrrtm3,Ndrg4,Cntn1,Zeb1,Aplnr,Csf3r,Cd6,Nfkb1,Ep300,Rab31,Gsn,Kcnq5,Park7,Cacna1d,Atp8a1,Ppp2r3a,Ppp1r1b,Camk1d,Atpif1,Nfe2l2,Gpr37l1,Ror1,Cpe,Creb5,Rab1a,Prkar2b,Smad2,Cr1l,Tjp1,Kcnd2,Clu,Tgfb2,Cd44,Gnao1,Edn1,Htr2a,Syn2,Hspa1a,Mtmr3,Usp15,Calcr,Vegfb,Gjb1,Galr3,Ctxn1,Ugt8a,Grin1,Drd2,Dnm1,Vip,Map4k4,Slc10a6,Rgs7,C3,Igf1r,Cblb,Cd3e,Galr1,Lrp2,Pcsk5,Ntrk1,Car8,Rtn3,Slc4a4,Cst3,Ube3a,Cldn5,Csnk2a1,Fau,Prnp,Atp6v0a1,Parn,Calm2,Itm2c,Rbfox3,Ybx1,Grk3,Calb1,Pgm1,Dab1,Gad2,Ifng,Ret,Gnai2,Wac,Lgr5,Tiam1,Uqcr10,Cntn2,Phkb,Cacna1a,Atg13,Malat1,Pirb,Gria2,Gabrg3,Clasp2,Map2k5,Myrf,Mag,Htr3a,Itpr1,Edn3,Gls,Fpr2,Fbn1,H2-Ab1,Pkn2,Tnrc6b,Gpi1,Akt1,Map2k4,Deptor,Nrg1,Mark3,Nell2,Phlpp1,Raf1,Tenm2,Rims2,Cryab,Grb10,Snn,Ednra,Hnrnpa2b1,Ms4a1,Tnrc6c,Cab39l,Stk3,Galr2,Tac1,Gucy1a2,Cd84,Rims1,Dgkb,Apc,Tfdp2,Thrb,Serinc3,Pdyn,Mog,Pde8a,Stat2,Rpia,Invs,Csnk1a1,Oprk1,Sv2b,Olig2,Sulf2,Alcam,Atp1a2,Atp2b2,Fzd3,Synpr,Scd2,Cul5,Gpr37,Man2a1,Tbl1x,Oprd1,Tmsb10,Atr,Ncam1,Cacna1c,Ttc3,Ttr,Fgfr2,Adar,Sall1,Pvalb,Sh3gl2,Cyfip2,Higd1b,Crhr1,Ptpro,C5ar1,Plcb1,Ywhag,Ntm,Tcf7l2,Tbx21,Sorl1,Sparc,Sod1,Aldh1l1,Chrm5,Tnf,Dmd,Grik2,Col1a1,Cox8a,Col1a2,Pcsk6,Vipr2,Sptbn1,Ube4b,Psmd14,Ms4a2,Syt11,Vipr1,Ctsd,Smurf1,Trpm7,Inpp5a,Tnrc6a,Dgkg,Gab1,Rbpj,Lpar2,Atxn1,Il10,Cntn5,H6pd,Acer3,Uvrag,Slc12a2,Igfbp7,Kalrn,Tusc3,Htr1a,Bace1,Atp2b4,Foxo3,Fyn,Gcg,Syn3,Creb1,Tardbp,Nbea,Hspa1b,Camk2d,Trat1,Spock1,Agtr1b,Man1c1,Kat2b,Rgl1,Rgs12,Apela,Mt1,Bsg,Cacna1b,Pik3cb,Rapgef2,Tagln,St3gal6,Fxyd6,Calm3,Usp9x,Rb1cc1,Ift88,Ryr2,Emcn,Ctnna2,Htr2c,Ptgds,Tspan7,Pcdh15,Kcnj3,Homer1,Cnr1,B2m,Bmpr2,Slc39a11,Plp1,Jun,Tle4,Cmip,Gnal,Mdh1,Mid1,Ppp2r2c,Eif4g3,Lyz1/2,Ryr3,Herc1,Npy1r,Gria1,Ctss,Rptor,Jak1,Casp3,Trip12,Olig1,Sipa1l1,Ahcyl1,Slc11a2,Rgs6,Comt,Pomc,Cxcl14,Sparcl1,Akt3,Prickle2,Spg11,Camk2a,Slc13a3,Epb41l3,Rock2,Plxna4,Il6,Trim33,Phc2,Npy,Slc25a4,Ctnna1,Avpr1a,Itm2b,Pbx1,Ednrb,Xcl1,Pde4d,Traf3,Ube2k,Pcp2,Atf6,P2rx7,Avpr1b,Lsr,Adam22,Wwp2,Rasa1,Mc4r,Npy2r,Prkar2a,Atm,Rb1,Atp6v1h,Gng7,Cdc27,Lrp6,Serpine2,Rbp4,Ppp2r2a,Lgr4,Ntrk3,Itm2a,Herc4,Dcn,Mapk10,Mmp2,Bcl2l1,Grm8,Hspa8,Spp1,Gap43,Maged1,Cd3d,Thy1,Hspa4l,Kcna2,Cast,Tyrobp,Atg2b,Bin1,Wasf1,Il1b,Mib1,Irs2,Ptpn4,Tkt,Sptan1,Arih1,Gja1,Fos,Ms4a4a,Slc4a8,Drd4,Gabrb2,Dynll2,Dscaml1,Dgki,Csf1,Ptpn13,Sst,Id2,Nrf1,Rgs5,Pfkl,Ptn,Prkacb,Rps9,Gdnf,Gal,Grik1,Polr2f,Pak3,Tspan5,Adcy8,Trp53,Shtn1,Foxo1,Magi1,Dapk1,Xpo1,Hc,Grm3,Ftl1,Pcsk1n,Nlgn4l,Tubb5,Lamp2,Cd9,Adcy9,Ptk2,Htr6,Slc7a5,Ndufa13,Gpm6b,Nav3,Sstr1,Crh,Csf1r,Shc3,Megf11,C1qa,Ncor2,Mc2r,Scn8a,Bche,Sema5a,Fth1,Kdm4a,Psmd1,Agtr1a,Dscam,Sorbs1,Axl,Gpr17,Fgf2,Adgrl2,Ptprs,Fus,Tph2,Ctnnb1,Prkn,Cckbr,Grin2b,Foxj1,Elmo1,Crip1,Cartpt,Ndufs1,Samhd1,Ube2g1,Gabbr2,Grm5,Cntn4,Ldhb,Pros1,Dapk2,Emp1,Camk2g,Camk2n1,Mt3,Gabrb1,Pltp,Abl1,Cab39,Gsk3b,Pten,Fbln5,Slc1a3,Rgn,Ptprc,Atg5,Ppfia2,Aldoa,Arpp21,Epb41l2,Lilrb4a/b,Acta2,Insr,Vcan,Fbxo33,Gm2a,Col4a5,Tbl1xr1,Rap1a,Sec24b,Pde3b,Slc44a1,Apoe,Ywhaz,Sstr2,Sox9,Mmp14,Atp2a2,Apod,Lancl1,Idnk,Slco3a1,Gfap,Prkce,Atrn,Msr1,Lepr,Rtn1,Mfge8,Daam2,Bace2,Pink1,Gbp2,Cd14,Ramp1,Ctnnd2,Tcf4,Slc25a12,Mllt11,Ndufa4,Hipk2,Abca2,Hsph1,Dbi,Vim,Selenow,Nlk,Ntsr2,Rictor,Ndufa10,Mapk8,Cacnb2,Trim2,Zfyve16,Pip5k1b,Maob,Ltbp1,Add1,Snca,Meg3,Iapp,Spag9,Hecw1,Tlr4,Robo2,Ranbp2,Dync1i2,Nup160,Dcc,Ifngr2,Cnksr2,Mc3r,Cdc6,Cx3cr1,Dlg4,Mapk1,Atg7,Tspo,Egr1,Cyba,Chat,Nfasc,Pdgfrb,Irf2,Cox6c,Pecam1,Prkg1,Mertk,Vmp1,Adgrl3,Nedd4l,Efna5,Gab2,Man1a2,Selplg,Pak1,Lrrk2,Ptpn11,Egfr,Trem2,Tacr1,C1qb,Gpr158,Timp2,Flt1,Dlk1,Bdnf,Lep,Gpnmb,Kdr,Opa1,Ncor1,Ppp1r13b,Sema6d,Jak2,Sem1,Slc8a1,Ctbp2,Gcgr,Tnr,Clip1,Grm7,Adora1,Ptprg,Rab6a,Plcb4,Ghr,Slc5a7,Lpl,Scg2,Sil1,Agt,Syp,Cd46,Sptbn4,Cox7c,Dync1li2,Ndrg2,Lag3,Tmem119,Ctsb,Grid2,Ckb,Ppargc1a,Hsp90ab1,Tnc,Myo6,Grb2,Tnks,Rhobtb1,Tcf12,Lynx1,Pak2,Cst7,Dnm1l,Dock3,Map1b,Eif4a2,Pde1a,Psma1,Smad3,Itga2,Cd55,Vegfa,Cacna2d3,Tuba1a/b/c,Maml2,Cspg5,Cacna1e,Mapt,C1qc,Cpb2,Olfm1,Wwp1,Chchd10,Epha4,Atp2b1,Atp6v1a,Mmp9,Frs2,Avpr2,Hip1,Cxcl2,Il1rapl2,Rpe,Dlg1,Oprm1,Zbtb20,Adora2a,Psme4,Kidins220,Rnf144a,Ano6,Cox4i1,Dock1,Tgfb1,Cpa3,Birc6,Fn1,Robo1,Crp,Snrpn,Ubr5,Dnajc1,Maoa,Gba,Dnm2,Rapgef1,Prickle1,Stat3,Sos1,Psap,Prkca,Ngfr,Glul,Slc18a2,Camk4,Fbxw11,Hdac9,Artn,Tgfbr1,Sgk1,Pard3,Ptgs2,S100a16,Sort1,Lifr,Ago3,Rab7,Gria3,Pfkp,Abi2,Fa2h,Cyfip1,Sox5,Bmpr1a,App,Nos1,Gpm6a,Hsp90aa1,Itga8,Auts2,H3f3b,Arhgef7,Cck,Aqp4,NegPrb1,NegPrb2,NegPrb3,NegPrb4,NegPrb5,NegPrb6,NegPrb7,NegPrb8,NegPrb9,NegPrb10
1,0,57,810,42,349,9308,81,185,193,107,25,83,75,80,104,510,96,175,64,147,278,1546,61,39,1183,78,4674,684,154,115,62,63,59,137,320,72,283,197,162,101,80,83,8760,752,38,341,43,1036,4547,298,135,794,28,87,87,100,868,197,1941,54,589,1027,857,1440,122,1402,255,160,1850,235,50,105,92,388,497,4863,135,2646,177,45,77,72,129,147,26,225,202,123,331,90,28714,32,30,132,89,570,172,621,83,72,197,101,280,100,934,172,262,603,448,46,298,54,135,26,89,793,133,4566,353,1051,1156,372,139,51,436,116,136,328,37,534,64,1337,3305,108,373,112,3766,2316,51,649,599,9749,467,88,42,65,33,3253,186,487,27,137,80,683,206,811,9016,89,69,140,716,372,80,139,230,155,222,539,1060,32,1032,251,819,465,110,308,793,307,192,33,94,49,135,313,494,174,209,171,583,262,310,44,185,187,1065,70,780,633,118,78,469,49,263,90,160,463,222,331,307,1598,92,111,94,392,549,2772,431,564,62,1108,411,49,659,111,428,3118,134,144,141,1580,148,1655,300,196,201,3601,558,288,23,40,144,67,210,563,145,353,530,81,383,116,224,503,933,81,794,93,6923,46,859,191,151,107,308,232,5765,34,58,2621,66,97,689,91,290,242,57,340,29,35,4384,40,1049,24,2992,138,271,47,484,35,212,138,37,63,40,60,63,160,2486,774,7040,222,163,387,2467,1632,690,66,6780,1807,1977,723,225,346,205,356,260,57,68,899,359,30,267,1368,102,158,423,337,1763,50,581,108,476,109,36,56,32,1546,59,1144,46,36,44,140,189,1748,1028,333,45,79,181,648,393,141,186,432,359,77,575,25,1063,60,102,168,142,40,90,213,39,2018,292,1135,112,196,729,48,28,68,57,53,69,648,56,911,69,67,242,2983,2299,363,87,5139,138,66,105,249,74,952,53,390,140,1506,66,65,253,158,339,767,2561,38,165,38,73,634,3568,731,48,77,292,902,1748,327,44,20,155,130,64,6150,53,81,42,2199,230,238,52,486,99,991,154,107,176,117,82,66,183,37,433,41,45,86,140,110,85,96,1585,334,74,113,237,412,322,62,108,169,264,985,72,154,47,422,101,142,70,506,109,35,1222,1041,241,97,451,42,90,185,7137,441,199,60,451,36,407,36,189,3464,89,298,1478,314,447,504,49,297,209,136,1149,384,1741,267,5870,293,37,95,281,99,402,339,365,345,147,256,459,3007,1499,101,374,219,46,1024,3658,1966,1324,45,35836,60,426,448,140,34,267,314,215,2815,159,53,2004,718,183,51,183,240,675,32,306,47,33,48,295,117,152,80,43,207,53,191,450,274,230,133,698,55,217,72,395,124,81,26,1261,53,434,55,2132,48,699,687,83,1617,326,323,53,172,112,487,695,80,792,297,407,685,1667,215,672,62,54,135,55,560,4018,120,810,71,93,248,856,86,213,260,1477,1045,2134,52,64,118,362,315,533,66,79,77,107,190,211,145,92,739,1052,7909,360,1502,217,151,220,275,69,166,1033,1901,346,105,80,316,1859,57,325,462,112,314,33,84,12912,89,209,59,189,292,272,101,85,134,684,585,61,416,52,205,471,74,379,87,25,384,52,274,634,259,193,1194,79,42,46,761,8774,3738,245,90,153,569,698,1432,57,2096,75,45,91,331,4239,1367,380,62,98,57,71,229,403,33,301,148,109,62,166,7615,3896,78,480,95,1007,144,220,119,50,147,1202,281,50,68,1965,831,318,30,1682,41,55,397,1046,978,235,841,1417,648,260,283,1530,132,3654,360,384,130,432,224,170,487,97,180,154,72,817,888,253,46,1109,486,59,177,329,151,42,58,132,2053,48,26,211,4852,1112,134,62,763,60,69,186,36,195,2578,69,84,212,273,387,342,192,67,306,107,1019,172,535,51,79,65,282,548,386,202,39,86,58,40,82,443,682,248,159,164,417,852,132,59,174,211,215,884,143,1335,225,49,48,30,211,92,67,1009,47,527,1800,564,6247,91,124,868,82,7193,172,2882,36,393,483,222,47,150,1585,219,29,370,786,2711,1710,254,248,190,19,65,126,221,6220,58,999,311,1261,415,46,4071,145,1207,460,789,595,48,290,59,188,65,57,126,782,53,401,43,124,451,213,85,4161,140,56,49,174,143,87,41,3056,237,179,83,64,176,1053,214,126,98,2642,700,108,17054,39,705,405,138,52,91,78,61,50,452,510,106,63,1019,295,347,712,50,352,164,180,1319,74,3005,900,35,499,810,461,1939,220,48,30,27,23,61,55,46,43,33,65
1,367,0,0,2,2,9,0,0,0,2,0,0,3,0,2,5,1,2,0,0,4,24,3,0,12,1,10,3,0,0,0,0,0,2,2,0,0,1,2,0,1,1,102,8,0,2,0,7,27,5,1,7,0,1,1,4,10,0,2,0,9,17,2,16,3,8,5,1,19,0,0,2,0,2,5,14,2,23,0,0,1,1,2,0,1,5,2,0,1,0,69,0,0,0,0,3,0,0,0,1,1,2,2,0,3,0,1,11,5,0,3,0,0,0,0,10,0,30,3,8,14,1,1,0,4,1,0,1,1,3,0,13,14,0,10,0,8,0,0,7,6,15,5,2,0,2,1,8,7,13,0,3,3,10,7,11,34,0,0,1,1,4,0,0,2,0,2,3,8,0,1,3,5,6,2,1,1,4,0,0,0,0,0,1,0,1,0,0,5,2,0,0,0,1,15,1,5,4,2,2,1,0,2,1,3,1,0,1,5,14,0,0,0,1,5,26,4,0,1,10,4,0,5,0,1,6,0,0,0,27,1,7,8,2,2,47,5,0,1,0,0,0,1,0,1,4,5,6,3,1,2,7,5,0,0,1,13,1,1,1,2,1,1,3,7,0,1,12,0,2,9,0,4,10,0,0,1,0,10,0,18,1,26,0,2,1,2,1,2,3,0,1,0,0,0,0,34,1,6,2,2,3,9,9,5,3,51,10,12,2,2,2,0,1,0,0,0,2,2,0,5,5,2,1,7,3,213,0,10,0,2,0,0,0,0,1,0,6,1,0,1,2,1,13,4,4,0,0,4,8,1,0,3,5,2,1,6,0,26,0,7,1,2,0,1,1,0,7,0,1,0,2,6,0,0,0,1,1,1,6,0,12,0,0,0,0,7,4,0,8,4,0,0,2,0,3,1,1,1,11,0,0,2,1,0,11,13,1,5,0,0,5,18,7,0,0,0,0,6,0,0,1,4,2,1,5,0,1,0,8,0,3,0,6,5,5,3,1,0,0,0,4,1,1,1,0,0,1,1,4,0,0,31,3,0,1,0,0,3,0,3,3,6,7,0,1,0,9,0,2,0,1,0,1,0,8,4,0,1,2,0,1,17,2,2,0,4,0,0,0,0,18,4,8,18,0,1,5,0,2,3,0,11,1,10,7,12,1,0,0,7,1,4,0,4,1,0,5,2,9,8,3,1,1,0,3,6,9,6,1,42,0,0,4,0,0,4,2,0,11,2,0,19,3,0,0,2,2,3,0,0,0,0,0,2,1,2,0,1,0,0,3,2,0,0,1,2,0,0,0,2,0,1,0,15,0,2,0,29,0,2,4,0,21,0,3,0,1,5,3,9,1,5,2,1,1,12,5,1,0,0,2,1,9,23,0,2,1,0,1,0,0,0,5,11,13,6,0,1,0,2,2,3,2,2,0,2,1,1,0,1,4,3,13,1,5,4,2,4,5,0,1,1,4,3,1,0,0,1,0,1,3,0,3,0,0,19,1,3,0,4,0,2,1,0,4,11,8,0,1,1,10,1,0,8,0,0,7,0,2,0,0,0,4,0,3,0,8,12,7,3,0,0,6,1,6,0,0,1,0,1,0,41,19,0,0,0,1,1,3,0,0,3,0,1,2,3,9,32,0,1,1,21,0,0,1,0,0,8,2,0,3,35,0,0,1,1,1,0,1,4,9,2,10,5,1,1,4,1,0,8,3,0,3,1,2,3,4,1,0,0,1,3,23,23,2,4,3,1,1,3,0,0,0,1,9,0,1,0,9,7,1,0,11,0,0,4,0,1,3,2,0,1,1,2,2,3,0,1,0,14,2,0,0,0,0,0,5,8,0,0,0,0,0,0,2,5,2,1,2,2,5,0,0,2,1,6,5,0,8,0,1,0,0,2,2,0,8,1,7,5,5,6,0,0,8,0,23,0,18,0,1,1,2,0,0,1,0,0,3,11,11,14,1,2,2,0,0,0,8,26,0,9,3,9,0,0,26,1,2,9,5,3,0,6,0,0,0,0,2,10,0,0,2,0,9,3,2,16,2,0,0,2,0,0,0,10,7,1,1,6,0,5,2,0,1,18,3,2,6,0,13,2,0,0,0,0,0,1,0,4,1,0,6,0,6,3,1,1,0,1,12,0,24,12,0,2,19,3,20,0,0,0,0,0,0,1,0,0,0,0
1,368,0,0,0,0,3,0,1,1,1,0,0,1,0,0,6,0,2,0,0,4,7,1,0,7,2,9,0,0,0,2,1,0,3,4,0,3,0,3,3,0,0,83,9,1,2,0,3,23,8,1,3,1,2,1,1,9,2,1,0,2,14,5,11,2,13,1,0,13,1,0,1,1,0,5,16,5,14,0,0,0,0,2,0,1,2,1,0,5,0,57,0,1,2,0,2,2,1,0,2,1,4,2,2,1,5,2,7,2,1,1,0,0,0,2,11,0,18,6,2,12,0,0,0,1,0,1,4,0,7,0,12,10,0,2,0,14,0,0,5,7,12,2,1,2,1,0,7,6,8,0,0,0,6,1,10,20,0,0,1,3,5,1,5,0,0,1,8,9,1,0,2,6,3,5,3,0,3,0,0,0,2,0,4,1,0,1,0,2,3,1,0,8,2,7,0,1,7,3,0,0,1,3,1,2,0,0,2,1,20,0,1,0,6,5,24,4,0,0,10,1,0,3,0,5,8,4,0,0,23,0,3,11,3,0,38,3,1,0,0,0,0,1,2,3,1,1,4,9,4,0,6,7,0,0,0,5,0,8,2,3,5,4,5,1,0,0,8,1,0,5,0,2,1,0,0,0,0,13,0,10,0,28,0,2,0,2,0,1,1,1,0,0,0,0,0,28,2,6,0,0,1,4,13,8,2,57,4,10,4,0,1,1,1,0,1,0,4,1,1,3,6,0,1,10,3,203,2,17,0,2,1,0,3,0,6,0,12,0,0,2,3,2,9,7,4,1,3,4,3,0,2,1,3,2,1,1,1,17,0,3,0,0,1,0,2,1,6,0,2,2,0,3,1,0,1,1,2,0,4,1,15,0,1,0,0,9,3,1,8,1,0,2,2,0,5,0,2,1,13,0,0,5,0,1,18,9,1,1,0,1,5,21,10,0,0,1,1,9,0,0,0,2,0,0,17,1,0,0,7,2,3,1,4,4,3,0,1,1,3,1,0,3,0,3,0,2,1,2,1,1,0,24,2,1,3,0,0,1,0,2,1,3,6,0,0,0,10,0,0,0,5,0,0,0,11,8,1,2,0,1,0,22,0,1,0,5,0,5,0,0,13,1,4,3,0,4,2,0,0,1,0,4,1,15,9,8,1,0,0,5,0,2,0,4,0,0,5,1,4,12,1,5,0,1,2,3,3,2,0,22,0,4,0,0,0,4,1,0,17,0,1,14,1,1,0,0,0,4,0,1,1,0,1,5,0,2,0,0,0,0,1,6,0,1,0,1,0,1,0,0,0,2,1,10,0,3,0,21,0,2,5,0,14,2,0,0,1,1,6,10,0,1,0,4,0,14,1,0,0,0,2,0,6,16,1,7,0,2,0,3,0,0,3,5,6,4,0,0,0,1,0,7,0,0,0,1,4,1,2,0,5,2,11,3,8,0,2,3,5,0,1,0,9,3,0,0,0,1,0,1,4,0,2,0,0,18,1,3,0,2,4,2,1,0,4,4,6,2,0,0,1,4,0,2,1,0,3,1,6,4,5,0,6,0,0,0,4,7,3,4,0,0,8,6,8,1,0,0,0,1,7,24,17,0,1,0,1,0,2,1,0,0,3,2,0,2,6,40,0,1,0,4,0,2,0,1,0,3,0,0,2,29,0,0,1,2,0,0,3,2,6,2,2,4,0,0,2,0,0,4,1,0,4,2,1,0,8,0,3,0,0,5,24,40,1,5,1,0,1,6,4,0,1,2,11,0,0,1,8,4,0,1,6,0,1,12,0,0,4,0,4,0,3,6,1,2,0,3,0,12,2,1,0,0,0,3,6,6,0,0,0,0,0,0,2,7,0,0,2,2,3,0,1,3,0,10,6,0,11,1,1,0,0,1,0,1,13,4,7,3,8,4,0,0,4,3,19,0,18,1,1,4,3,0,2,7,0,0,2,4,8,17,1,5,1,0,1,3,3,23,1,6,3,7,1,0,18,3,4,11,6,5,1,8,0,0,0,1,2,6,1,5,0,2,5,1,1,10,1,1,0,0,0,0,2,21,3,1,0,0,3,2,0,0,0,11,3,0,7,0,6,11,0,0,0,2,0,0,0,3,0,2,6,1,7,4,1,8,0,0,6,1,12,8,0,0,15,4,6,0,1,0,1,0,0,1,2,0,0,2
1,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,1,2,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,4,2,0,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,3,2,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,5,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0
