fov,cell_ID,x_global_px,y_global_px,x_local_px,y_local_px,z,target,CellComp
1,0,173059.11,12281.8066666667,1659.11,940.14,1,St3gal6,Nuclear
1,0,173041.98,12281.5066666667,1641.98,939.84,1,Calm3,Nuclear
1,0,173056.98,12280.6466666667,1656.98,938.98,1,Tgfb1,Nuclear
1,0,173062.81,12280.6966666667,1662.81,939.03,1,Psen1,Nuclear
1,0,173061.45,12279.7966666667,1661.45,938.13,1,Itm2c,Nuclear
1,0,173062.95,12279.8466666667,1662.95,938.18,1,Itm2b,Nuclear
1,0,173061.85,12278.9466666667,1661.85,937.28,1,Itm2c,Nuclear
1,0,173032.08,12278.5266666667,1632.08,936.86,1,Ppp2r2a,Nuclear
1,0,173062.69,12276.7266666667,1662.69,935.06,1,Cd81,Nuclear
1,0,173045.87,12275.9766666667,1645.87,934.31,1,Maml2,Nuclear
1,0,173067.68,12275.9966666667,1667.68,934.33,1,Ctsd,Nuclear
1,0,173056.56,12275.2466666667,1656.56,933.58,1,Calm2,Nuclear
1,0,173050.81,12274.6666666667,1650.81,933,1,Serinc3,Nuclear
1,0,173063.61,12274.8866666667,1663.61,933.22,1,Itm2c,Nuclear
1,0,173039.27,12274.5866666667,1639.27,932.92,1,Cox7c,Nuclear
1,0,173056.47,12274.2066666667,1656.47,932.54,1,Calm2,Nuclear
1,0,173043.35,12273.7966666667,1643.35,932.13,1,St3gal6,Nuclear
1,0,173065.12,12273.5966666667,1665.12,931.93,1,Itm2c,Nuclear
1,0,173076.39,12273.4066666667,1676.39,931.74,1,Sod1,Nuclear
1,0,173039.4,12271.8366666667,1639.4,930.17,1,C1qa,Nuclear
1,0,173040,12270.6666666667,1640,929,1,C1qc,Nuclear
1,0,173046.36,12269.8466666667,1646.36,928.18,1,C1qb,Nuclear
1,0,173047.4,12268.8666666667,1647.4,927.2,1,Nsg1,Nuclear
1,0,173039.39,12268.1966666667,1639.39,926.53,1,Rtn4,Nuclear
1,0,173052.37,12267.9966666667,1652.37,926.33,1,Cdk6,Nuclear
1,0,173053.22,12267.9866666667,1653.22,926.32,1,Mapk14,Nuclear
1,0,173062.78,12267.0466666667,1662.78,925.38,1,C1qc,Nuclear
1,0,173054.42,12266.7366666667,1654.42,925.07,1,Tmsb4x,Nuclear
1,0,173055.8,12265.9366666667,1655.8,924.27,1,C1qc,Nuclear
1,0,173059.25,12264.8066666667,1659.25,923.14,1,Rps9,Nuclear
1,0,173055.23,12261.0666666667,1655.23,919.4,1,Apoe,Nuclear
1,0,173043.88,12256.8166666667,1643.88,915.15,1,Glul,Nuclear
1,0,174293.83,12053.6866666667,2893.83,712.02,1,Gnaq,None
1,0,173941,12038.9166666667,2541,697.25,1,Ptprz1,None
1,0,173943,12034.5266666667,2543,692.86,1,Grm3,None
1,0,173942.7,12030.6666666667,2542.7,689,1,Cox4i1,None
1,0,174897.79,11927.3966666667,3497.79,585.73,1,Mc5r,Nuclear
1,0,174895.9,11915.0466666667,3495.9,573.38,1,Pcp2,Nuclear
1,0,174908.57,11907.4466666667,3508.57,565.78,1,Col1a1,Nuclear
1,0,174907.99,11904.3966666667,3507.99,562.73,1,Irf2,Nuclear
1,0,174901.69,11901.9966666667,3501.69,560.33,1,Cab39l,Nuclear
1,0,174903.8,11897.3866666667,3503.8,555.72,1,Malat1,Nuclear
1,0,174902.98,11896.3166666667,3502.98,554.65,1,Malat1,Nuclear
1,0,174912.68,11895.4966666667,3512.68,553.83,1,Rictor,Nuclear
1,0,174913.01,11894.4866666667,3513.01,552.82,1,Rictor,Nuclear
1,0,174926.18,11894.4066666667,3526.18,552.74,1,Edn3,Nuclear
1,0,174915.84,11892.3466666667,3515.84,550.68,1,Gnb1,Nuclear
1,0,173945.28,11885.9866666667,2545.28,544.32,1,Bsg,Nuclear
1,0,171420.975,11884.2366666667,20.975,542.57,1,Tuba1a/b/c,None
1,0,174907.22,11878.2466666667,3507.22,536.58,1,Clstn1,Nuclear
1,0,173945.62,11876.2166666667,2545.62,534.55,1,Atp2a2,Nuclear
1,0,173939.92,11872.6466666667,2539.92,530.98,1,Pak1,Nuclear
1,0,173937.78,11868.4366666667,2537.78,526.77,1,H3f3b,Nuclear
1,0,173934.5,11865.5666666667,2534.5,523.9,1,Ckb,Nuclear
1,0,173937.28,11859.9966666667,2537.28,518.33,1,Psap,Nuclear
1,0,175399.38,11859.8666666667,3999.38,518.2,1,Clstn1,None
1,0,173942.8,11858.0166666667,2542.8,516.35,1,Chchd10,Nuclear
1,0,173936.94,11852.7766666667,2536.94,511.11,1,Kalrn,Nuclear
1,0,173935.85,11849.0466666667,2535.85,507.38,1,Clu,Nuclear
1,0,173968.95,11848.3166666667,2568.95,506.65,1,Rbfox3,Nuclear
1,0,173935.58,11847.9366666667,2535.58,506.27,1,Apoe,Nuclear
1,0,173930.12,11843.4466666667,2530.12,501.78,1,Cst3,Nuclear
1,0,173929.1,11836.7866666667,2529.1,495.12,1,Aldoc,Nuclear
1,0,173932.75,11835.1166666667,2532.75,493.45,1,Dmd,Nuclear
1,0,173180.16,11831.8766666667,1780.16,490.21,1,Fn1,None
1,0,173929.03,11831.4066666667,2529.03,489.74,1,Scd2,Nuclear
1,0,173173.15,11830.7466666667,1773.15,489.08,1,Ndufa10,None
1,0,173183.78,11829.6166666667,1783.78,487.95,1,Trip12,None
1,0,173169.74,11827.4466666667,1769.74,485.78,1,Grik1,None
1,0,173174.21,11827.5866666667,1774.21,485.92,1,Hdac4,None
1,0,173179.71,11826.7466666667,1779.71,485.08,1,Pip5k1b,None
1,0,173924.68,11822.4666666667,2524.68,480.8,1,Gpi1,Nuclear
1,0,173180.05,11820.6166666667,1780.05,478.95,1,Camk2n1,None
1,0,174868.9,11799.6666666667,3468.9,458,1,Cst3,None
1,0,172210.42,11788.3366666667,810.42,446.67,1,Mbp,Nuclear
1,0,172209.16,11787.8666666667,809.16,446.2,1,Mbp,Nuclear
1,0,172228.2,11783.5266666667,828.2,441.86,1,Cpe,Nuclear
1,0,172198.28,11783.0666666667,798.28,441.4,1,Ndrg4,Nuclear
1,0,172245.2,11781.7466666667,845.2,440.08,1,Mdh1,Nuclear
1,0,172215.757,11781.0766666667,815.757,439.41,1,Srgn,Nuclear
1,0,172242.95,11779.8866666667,842.95,438.22,1,Psap,Nuclear
1,0,172197.638,11778.0766666667,797.638,436.41,1,Ywhaz,Nuclear
1,0,172220.114,11777.9566666667,820.114,436.29,1,Itm2c,Nuclear
1,0,172250.688,11777.6566666667,850.688,435.99,1,Aldoa,Nuclear
1,0,172246.32,11777.3066666667,846.32,435.64,1,C1qc,Nuclear
1,0,172211.14,11777.0466666667,811.14,435.38,1,Sncb,Nuclear
1,0,172238.45,11776.3866666667,838.45,434.72,1,Prickle1,Nuclear
1,0,172250.76,11776.4266666667,850.76,434.76,1,Aldoa,Nuclear
1,0,172220.856,11776.2566666667,820.856,434.59,1,Comt,Nuclear
1,0,172197.21,11775.8766666667,797.21,434.21,1,Tmsb4x,Nuclear
1,0,172245.143,11775.6566666667,845.143,433.99,1,Calm2,Nuclear
1,0,172238.933,11775.5166666667,838.933,433.85,1,Prickle1,Nuclear
1,0,172209.075,11775.1766666667,809.075,433.51,1,Calm3,Nuclear
1,0,172229.05,11774.4366666667,829.05,432.77,1,Rab1a,Nuclear
1,0,172235.317,11774.1166666667,835.317,432.45,1,Map2k6,Nuclear
1,0,172218.388,11774.0166666667,818.388,432.35,1,C1qb,Nuclear
1,0,172253.46,11773.2466666667,853.46,431.58,1,Ndufa10,Nuclear
1,0,172208.943,11772.2566666667,808.943,430.59,1,Ndrg4,Nuclear
1,0,172219.943,11772.0266666667,819.943,430.36,1,Cst3,Nuclear
1,0,172202.717,11771.1166666667,802.717,429.45,1,Kif5c,Nuclear
1,0,172233.233,11770.5866666667,833.233,428.92,1,Cox8a,Nuclear
1,0,172243.65,11770.7866666667,843.65,429.12,1,Hsp90aa1,Nuclear
1,0,172200.975,11769.8166666667,800.975,428.15,1,Ndrg4,Nuclear
1,0,172208.011,11767.6366666667,808.011,425.97,1,Cox6c,Nuclear
1,0,172213.84,11764.9666666667,813.84,423.3,1,Ndufa13,Nuclear
1,0,172202.843,11762.4366666667,802.843,420.77,1,Ndrg4,Nuclear
1,0,172215,11762.1266666667,815,420.46,1,Vegfa,Nuclear
1,0,174846.22,11761.9666666667,3446.22,420.3,1,Akt3,None
1,0,172211.24,11759.2866666667,811.24,417.62,1,Ndrg4,Nuclear
1,0,172259.856,11759.2666666667,859.856,417.6,1,Gnao1,Nuclear
1,0,172207.875,11757.8566666667,807.875,416.19,1,Atp1b1,None
1,0,172221.275,11756.0666666667,821.275,414.4,1,Cnksr2,Nuclear
1,0,172202.733,11755.3666666667,802.733,413.7,1,Slc25a4,None
1,0,172226.65,11755.2166666667,826.65,413.55,1,Gm2a,Nuclear
1,0,172206.4,11753.7366666667,806.4,412.07,1,Grik2,None
1,0,172235.833,11746.6466666667,835.833,404.98,1,Man1c1,None
1,0,174852.24,11744.4566666667,3452.24,402.79,1,Cox8a,None
1,0,172730.83,11708.7666666667,1330.83,367.1,1,Tspan7,None
1,0,174282.98,11689.5466666667,2882.98,347.88,1,Epb41l2,Nuclear
1,0,174281.4,11689.1266666667,2881.4,347.46,1,Epb41l2,Nuclear
1,0,174226.86,11685.8166666667,2826.86,344.15,1,Tle4,Nuclear
1,0,174289,11678.0066666667,2889,336.34,1,Atp1a2,Nuclear
1,0,174290.28,11677.6366666667,2890.28,335.97,1,Atp1a2,Nuclear
1,0,174908.59,11673.5566666667,3508.59,331.89,1,Abca2,None
1,0,171899.389,11630.7366666667,499.389,289.07,1,Cox4i1,None
1,0,171898.111,11629.6066666667,498.111,287.94,1,Ywhag,None
1,0,171904.057,11615.7566666667,504.057,274.09,1,Olig1,None
1,0,171910.13,11608.9966666667,510.13,267.33,1,Cspg5,None
1,0,173340.5,11515.3166666667,1940.5,173.65,1,Igfbp7,None
1,0,174636.96,11483.0466666667,3236.96,141.38,1,Cox7c,None
1,0,174635.87,11478.6466666667,3235.87,136.98,1,Ntrk2,None
1,0,174638.92,11476.1866666667,3238.92,134.52,1,Slc1a2,None
1,0,174640.78,11471.9466666667,3240.78,130.28,1,Rpia,None
1,0,174624.17,11454.3766666667,3224.17,112.71,1,Scd2,None
1,0,174524.68,11363.3166666667,3124.68,21.6499999999996,1,Park7,None
1,0,173461.02,11362.4666666667,2061.02,20.8000000000002,1,Epb41l2,None
1,0,173464.87,11361.1066666667,2064.87,19.4399999999996,1,Camk2a,None
1,0,173462.73,11359.8366666667,2062.73,18.1700000000001,1,Atp6v1a,None
1,0,173342.15,15443.7486666667,1942.15,4102.082,1,Tmsb10,None
1,0,173325.98,15436.9166666667,1925.98,4095.25,1,Malat1,None
1,0,173344.74,15426.0966666667,1944.74,4084.43,1,Egr1,None
1,0,173315.66,15347.6166666667,1915.66,4005.95,1,Rgs5,Nuclear
1,0,173316.21,15346.4526666667,1916.21,4004.786,1,Tcf4,Nuclear
1,0,173315.02,15345.7066666667,1915.02,4004.04,1,Rgs5,Nuclear
1,0,173388.06,15342.2666666667,1988.06,4000.6,1,Myo6,None
1,0,173327.96,15333.1266666667,1927.96,3991.46,1,Cldn5,Nuclear
1,0,173323.4,15331.5806666667,1923.4,3989.914,1,Psap,Nuclear
1,0,173322.41,15325.2666666667,1922.41,3983.6,1,Bsg,Nuclear
1,0,173328.29,15324.7286666667,1928.29,3983.062,1,App,Nuclear
1,0,173262.64,15022.1066666667,1862.64,3680.44,1,Spp1,None
1,0,173261.5,15019.8266666667,1861.5,3678.16,1,Spp1,None
1,0,173517.23,14963.2446666667,2117.23,3621.578,1,Pgm1,None
1,0,171618.35,14880.6166666667,218.35,3538.95,1,Ctsd,Nuclear
1,0,171619.25,14880.6336666667,219.25,3538.967,1,Ctsd,Nuclear
1,0,171624.775,14876.8416666667,224.775,3535.175,1,Psap,Nuclear
1,0,171624.725,14875.8166666667,224.725,3534.15,1,Mapk14,Nuclear
1,0,171618.075,14875.8666666667,218.075,3534.2,1,Tyrobp,Nuclear
1,0,171549.6,14874.7836666667,149.6,3533.117,1,P2ry12,Nuclear
1,0,171638.929,14873.8236666667,238.929,3532.157,1,C1qb,Nuclear
1,0,171572,14864.4466666667,172,3522.78,1,Cr1l,Nuclear
1,0,171579.55,14862.8916666667,179.55,3521.225,1,B2m,Nuclear
1,0,171587.66,14860.1666666667,187.66,3518.5,1,Calm2,Nuclear
1,0,171604,14859.0236666667,204,3517.357,1,Ctss,Nuclear
1,0,171598.58,14857.6466666667,198.58,3515.98,1,Cd9,Nuclear
1,0,173126.83,14779.9416666667,1726.83,3438.275,1,Clu,None
1,0,173128.95,14770.5666666667,1728.95,3428.9,1,Spag9,None
1,0,175130.06,14584.6666666667,3730.06,3243,1,Ywhaq,None
1,0,175131.17,14584.2066666667,3731.17,3242.54,1,Ywhaq,None
1,0,175108.23,14540.6366666667,3708.23,3198.97,1,Tnr,Nuclear
1,0,175061.43,14383.8166666667,3661.43,3042.15,1,Malat1,Nuclear
1,0,175064.25,14381.6966666667,3664.25,3040.03,1,Hnrnpa2b1,Nuclear
1,0,175090.97,14369.3666666667,3690.97,3027.7,1,Apoe,Nuclear
1,0,175089.78,14363.4466666667,3689.78,3021.78,1,Ftl1,Nuclear
1,0,171814.143,14360.0666666667,414.143,3018.4,1,Ptk2,Nuclear
1,0,175080.64,14356.7066666667,3680.64,3015.04,1,Cd44,Nuclear
1,0,175069.7,14356.1866666667,3669.7,3014.52,1,Fbln5,Nuclear
1,0,172640.41,14338.0766666667,1240.41,2996.41,1,Brwd1,None
1,0,172637.24,14335.5366666667,1237.24,2993.87,1,Atxn2,None
1,0,172608.46,14334.9566666667,1208.46,2993.29,1,Sstr1,Membrane
1,0,172635.18,14334.7166666667,1235.18,2993.05,1,Meg3,None
1,0,172638.04,14333.0266666667,1238.04,2991.36,1,Pfkp,None
1,0,172633.68,14331.9466666667,1233.68,2990.28,1,Aplp2,None
1,0,172633.7,14331.1466666667,1233.7,2989.48,1,Nup160,None
1,0,172584.24,14330.0866666667,1184.24,2988.42,1,Malat1,None
1,0,172631.12,14329.1366666667,1231.12,2987.47,1,Tnrc6a,None
1,0,172578.63,14329.3366666667,1178.63,2987.67,1,Rab1a,None
1,0,172620.87,14327.6966666667,1220.87,2986.03,1,Ndrg4,None
1,0,172577.63,14326.8366666667,1177.63,2985.17,1,Ghr,Membrane
1,0,172628.07,14323.5166666667,1228.07,2981.85,1,Nf1,None
1,0,172601.03,14309.8866666667,1201.03,2968.22,1,Meg3,None
1,0,172959.45,14308.5466666667,1559.45,2966.88,1,Cst3,Nuclear
1,0,172594.97,14307.7366666667,1194.97,2966.07,1,Rab31,Nuclear
1,0,172565.3,14298.0166666667,1165.3,2956.35,1,Itm2a,Nuclear
1,0,172566.46,14296.0666666667,1166.46,2954.4,1,Gria4,Nuclear
1,0,172564.92,14291.3766666667,1164.92,2949.71,1,Ntm,Nuclear
1,0,172553.62,14282.6866666667,1153.62,2941.02,1,Meg3,None
1,0,172555.07,14258.7966666667,1155.07,2917.13,1,Ftl1,None
1,0,172622.16,14234.4666666667,1222.16,2892.8,1,Gpr17,Nuclear
1,0,172596.06,14220.2466666667,1196.06,2878.58,1,Ncam1,None
1,0,171784.775,14196.8666666667,384.775,2855.2,1,Ndrg4,None
1,0,174245.25,14179.7866666667,2845.25,2838.12,1,Clu,None
1,0,171892.88,14176.9866666667,492.88,2835.32,1,Ptprz1,Membrane
1,0,171924.76,14174.2066666667,524.76,2832.54,1,Itgb8,None
1,0,171891.767,14172.5366666667,491.767,2830.87,1,Ptprz1,Membrane
1,0,171886.67,14167.6866666667,486.67,2826.02,1,Grid2,None
1,0,171885.06,14165.2066666667,485.06,2823.54,1,Ptprz1,None
1,0,171900.114,14162.0666666667,500.114,2820.4,1,Sv2a,None
1,0,171560.312,14156.6466666667,160.312,2814.98,1,St3gal6,None
1,0,171862.371,14136.3766666667,462.371,2794.71,1,Camk2n1,None
1,0,171903.35,14134.1666666667,503.35,2792.5,1,Hspa8,None
1,0,171883.95,14129.9566666667,483.95,2788.29,1,Dnm1,None
1,0,171893.36,14128.6466666667,493.36,2786.98,1,Cacna1c,None
1,0,171904.183,14123.8966666667,504.183,2782.23,1,Cox6c,None
1,0,171893.26,14121.5466666667,493.26,2779.88,1,Pfkl,None
1,0,171892.583,14118.0866666667,492.583,2776.42,1,Ppp3ca,None
1,0,171906.45,14113.6866666667,506.45,2772.02,1,Tusc3,None
1,0,171481.275,14017.5266666667,81.275,2675.86,1,Tgfbr1,Nuclear
1,0,171481.1625,14009.0066666667,81.1625,2667.34,1,Mc5r,Nuclear
1,0,171481.3833,14004.4966666667,81.3833,2662.83,1,Ywhag,Nuclear
1,0,171479.4833,14002.6366666667,79.4833,2660.97,1,Rgs5,Nuclear
1,0,171488.65,13998.8866666667,88.65,2657.22,1,Malat1,Nuclear
1,0,171480.2778,13995.2266666667,80.2778,2653.56,1,Malat1,Nuclear
1,0,171481.04,13989.6666666667,81.04,2648,1,Malat1,Nuclear
1,0,171484.24,13987.3266666667,84.24,2645.66,1,Cul1,Nuclear
1,0,171484.6,13986.6366666667,84.6,2644.97,1,Cul1,Nuclear
1,0,171489.3833,13963.7866666667,89.3833,2622.12,1,Sema5a,Nuclear
1,0,171490.2667,13958.8666666667,90.2667,2617.2,1,Gnai2,Nuclear
1,0,171480.98,13947.2666666667,80.98,2605.6,1,Spag9,Nuclear
1,0,171482.5167,13946.5666666667,82.5167,2604.9,1,Atm,Nuclear
1,0,171482.5,13945.4466666667,82.5,2603.78,1,Atm,Nuclear
1,0,171483.45,13941.5366666667,83.45,2599.87,1,Tuba1a/b/c,Nuclear
1,0,171482.5875,13934.9566666667,82.5875,2593.29,1,Tmsb4x,Nuclear
1,0,171481.3143,13933.4966666667,81.3143,2591.83,1,Glul,Nuclear
1,0,171480.9167,13928.0666666667,80.9167,2586.4,1,Ndrg1,None
1,0,174396.72,13905.1866666667,2996.72,2563.52,1,Adam10,None
1,0,174393.08,13901.2266666667,2993.08,2559.56,1,Dynll2,None
1,0,172709.35,13864.0666666667,1309.35,2522.4,1,Dynll2,None
1,0,172726.8,13858.8866666667,1326.8,2517.22,1,Atp2a2,None
1,0,172733.58,13859.0666666667,1333.58,2517.4,1,Rab7,None
1,0,172730.43,13856.5966666667,1330.43,2514.93,1,Rasa1,None
1,0,172723.3,13837.4666666667,1323.3,2495.8,1,Ywhaz,Nuclear
1,0,172722.71,13836.5466666667,1322.71,2494.88,1,Ywhag,Nuclear
1,0,172722.64,13833.4466666667,1322.64,2491.78,1,Malat1,Nuclear
1,0,172718.03,13752.3166666667,1318.03,2410.65,1,Spg11,None
1,0,172755.42,13747.2466666667,1355.42,2405.58,1,Ctss,None
1,0,172738.62,13744.4866666667,1338.62,2402.82,1,Psap,None
1,0,174803.93,13726.1166666667,3403.93,2384.45,1,Hmgb1,None
1,0,174683.93,13438.5166666667,3283.93,2096.85,1,Bex1/2,None
1,0,171431.72,13422.7666666667,31.72,2081.1,1,Mllt11,Nuclear
1,0,173734.01,13395.7566666667,2334.01,2054.09,1,Pcsk1n,None
1,0,173746.66,13376.1666666667,2346.66,2034.5,1,Flt1,None
1,0,173737.48,13360.4166666667,2337.48,2018.75,1,Emp1,None
1,0,173732.8,13353.2466666667,2332.8,2011.58,1,Ntrk2,None
1,0,174714.79,13339.6966666667,3314.79,1998.03,1,Cntn1,None
1,0,174709.73,13336.5366666667,3309.73,1994.87,1,Mdh1,None
1,0,174704.59,13331.7766666667,3304.59,1990.11,1,Calm2,None
1,0,171831.067,13310.4666666667,431.067,1968.8,1,Egr1,None
1,0,171831.383,13307.6866666667,431.383,1966.02,1,Slc25a4,None
1,0,171828.886,13307.5666666667,428.886,1965.9,1,Ranbp2,None
1,0,171761.5,13282.1666666667,361.5,1940.5,1,Gpm6a,None
1,0,174804.88,13277.3166666667,3404.88,1935.65,1,Kalrn,Nuclear
1,0,175259.1,13249.0866666667,3859.1,1907.42,1,Cox4i1,None
1,0,174648.07,13204.9366666667,3248.07,1863.27,1,Pgm1,None
1,0,175019.33,13200.8366666667,3619.33,1859.17,1,Atrn,Nuclear
1,0,174640.99,13200.0366666667,3240.99,1858.37,1,Glul,Nuclear
1,0,174622.52,13197.2666666667,3222.52,1855.6,1,Aldoc,Nuclear
1,0,175003.9,13194.2566666667,3603.9,1852.59,1,Ror1,Nuclear
1,0,175005.45,13186.5466666667,3605.45,1844.88,1,Arhgef7,Nuclear
1,0,175002.02,13183.0066666667,3602.02,1841.34,1,Timp2,Nuclear
1,0,174998.1,13180.9266666667,3598.1,1839.26,1,Uqcr10,Nuclear
1,0,174990.28,13175.2666666667,3590.28,1833.6,1,Myl9,Nuclear
1,0,174987,13174.8666666667,3587,1833.2,1,Acta2,Nuclear
1,0,174993.26,13173.3266666667,3593.26,1831.66,1,Gucy1a2,Nuclear
1,0,174972.97,13166.6166666667,3572.97,1824.95,1,Pcp2,Nuclear
1,0,174970.97,13165.2966666667,3570.97,1823.63,1,Ywhaz,Nuclear
1,0,174983.43,13161.8366666667,3583.43,1820.17,1,Myl6,Nuclear
1,0,172360.243,13158.5066666667,960.243,1816.84,1,Sparcl1,None
1,0,172361.483,13157.9166666667,961.483,1816.25,1,Glul,None
1,0,172349.82,13152.4866666667,949.82,1810.82,1,Apoe,None
1,0,174985.15,13149.1666666667,3585.15,1807.5,1,Usp15,Nuclear
1,0,172373.34,13148.9466666667,973.34,1807.28,1,Hmgb1,Nuclear
1,0,172369.8,13148.6366666667,969.8,1806.97,1,Gja1,Nuclear
1,0,174971.4,13147.7066666667,3571.4,1806.04,1,Rps9,Nuclear
1,0,174976.05,13144.5966666667,3576.05,1802.93,1,Eif4a2,Nuclear
1,0,174978.66,13130.6366666667,3578.66,1788.97,1,Fus,Nuclear
1,0,174978,13129.8766666667,3578,1788.21,1,Fus,Nuclear
1,0,174977.36,13129.1866666667,3577.36,1787.52,1,Fus,Nuclear
1,0,174709.76,13113.5066666667,3309.76,1771.84,1,Sox9,None
1,0,174613.65,13064.4366666667,3213.65,1722.77,1,Calm1,None
1,0,173366.53,13029.8666666667,1966.53,1688.2,1,Malat1,None
1,0,174554.64,13025.1966666667,3154.64,1683.53,1,Gnaq,None
1,0,174728.32,13008.7966666667,3328.32,1667.13,1,Camk2b,None
1,0,174747.26,13008.5666666667,3347.26,1666.9,1,Hsp90ab1,Nuclear
1,0,174722.05,12998.0966666667,3322.05,1656.43,1,Rab6a,None
1,0,174722.85,12993.7466666667,3322.85,1652.08,1,Sparcl1,None
1,0,174718.14,12977.1866666667,3318.14,1635.52,1,Bsg,None
1,0,172558.72,12967.8366666667,1158.72,1626.17,1,Atp6v1a,Nuclear
1,0,172570.22,12964.4966666667,1170.22,1622.83,1,Hip1,Nuclear
1,0,174638.58,12959.2966666667,3238.58,1617.63,1,Cryab,None
1,0,174606.92,12956.3166666667,3206.92,1614.65,1,Kalrn,None
1,0,174588.93,12955.9866666667,3188.93,1614.32,1,Pde10a,None
1,0,172551.96,12955.9066666667,1151.96,1614.24,1,Malat1,Nuclear
1,0,172559.41,12955.1666666667,1159.41,1613.5,1,Fus,Nuclear
1,0,172577.4,12954.0866666667,1177.4,1612.42,1,Anapc16,Nuclear
1,0,172578.38,12953.2366666667,1178.38,1611.57,1,Robo1,Nuclear
1,0,174646.97,12952.8366666667,3246.97,1611.17,1,Sparc,None
1,0,174636.6,12952.5866666667,3236.6,1610.92,1,Terf2ip,None
1,0,174634.78,12951.3466666667,3234.78,1609.68,1,Sparcl1,None
1,0,172575.2,12950.9066666667,1175.2,1609.24,1,Rab1a,Nuclear
1,0,174637.05,12951.0166666667,3237.05,1609.35,1,Serinc3,None
1,0,174687.22,12949.0866666667,3287.22,1607.42,1,Apc,None
1,0,172574.37,12948.8366666667,1174.37,1607.17,1,Bsg,Nuclear
1,0,174611.39,12946.1866666667,3211.39,1604.52,1,Aplp2,None
1,0,174619.09,12946.3766666667,3219.09,1604.71,1,Cblb,None
1,0,174606.68,12946.0466666667,3206.68,1604.38,1,Atp1a2,None
1,0,174594.42,12945.6466666667,3194.42,1603.98,1,Ckb,None
1,0,172554.32,12944.9266666667,1154.32,1603.26,1,Adgrl3,Nuclear
1,0,172549.93,12944.0866666667,1149.93,1602.42,1,Eif4a2,Nuclear
1,0,174634.95,12944.0066666667,3234.95,1602.34,1,Malat1,None
1,0,174579.9,12943.6666666667,3179.9,1602,1,Zwint,None
1,0,174658.4,12942.6666666667,3258.4,1601,1,Zeb1,None
1,0,174651.23,12942.5366666667,3251.23,1600.87,1,Psap,None
1,0,174613.43,12937.9866666667,3213.43,1596.32,1,Malat1,None
1,0,174564.96,12934.9966666667,3164.96,1593.33,1,Fth1,None
1,0,172566.1,12933.1866666667,1166.1,1591.52,1,Malat1,Nuclear
1,0,172559.93,12932.5766666667,1159.93,1590.91,1,Malat1,Nuclear
1,0,172582.03,12930.5166666667,1182.03,1588.85,1,Spag9,Nuclear
1,0,172565.97,12929.4466666667,1165.97,1587.78,1,Grn,Nuclear
1,0,172576.39,12928.6766666667,1176.39,1587.01,1,Malat1,Nuclear
1,0,174657.77,12925.0666666667,3257.77,1583.4,1,Itm2b,None
1,0,172551.84,12923.0466666667,1151.84,1581.38,1,Nfe2l2,Nuclear
1,0,174641.7,12922.5466666667,3241.7,1580.88,1,Map4k4,None
1,0,172569.66,12920.3266666667,1169.66,1578.66,1,Ppp1r1b,Nuclear
1,0,172575.49,12917.4066666667,1175.49,1575.74,1,Tcf4,Nuclear
1,0,175133.23,12917.3866666667,3733.23,1575.72,1,Prkacb,None
1,0,174570.91,12915.7066666667,3170.91,1574.04,1,Ybx1,None
1,0,174564.71,12908.6366666667,3164.71,1566.97,1,Ndrg2,None
1,0,174601.17,12907.7066666667,3201.17,1566.04,1,Ptprg,Nuclear
1,0,174559.33,12902.9866666667,3159.33,1561.32,1,Ngfr,None
1,0,174584.46,12902.0466666667,3184.46,1560.38,1,Adar,None
1,0,174585.98,12901.2366666667,3185.98,1559.57,1,Acta2,None
1,0,172564.9,12899.9166666667,1164.9,1558.25,1,Csnk2a1,Nuclear
1,0,172563.4,12898.3066666667,1163.4,1556.64,1,Csnk2a1,Nuclear
1,0,174556.8,12887.0566666667,3156.8,1545.39,1,Aldoc,None
1,0,174530.5,12866.7366666667,3130.5,1525.07,1,Itm2b,None
1,0,174526.27,12863.9466666667,3126.27,1522.28,1,Ctss,None
1,0,174533.65,12862.7666666667,3133.65,1521.1,1,Itm2b,None
1,0,174627.12,12848.1966666667,3227.12,1506.53,1,Psap,None
1,0,174520.18,12815.9866666667,3120.18,1474.32,1,Clec7a,None
1,0,174521.4,12811.8866666667,3121.4,1470.22,1,Serinc3,None
1,0,174505.1,12805.8166666667,3105.1,1464.15,1,C1qa,None
1,0,174525.7,12805.4666666667,3125.7,1463.8,1,Timp2,None
1,0,174515.85,12805.0166666667,3115.85,1463.35,1,Cst3,None
1,0,174519.11,12803.9666666667,3119.11,1462.3,1,Cst3,None
1,0,174520.18,12803.8466666667,3120.18,1462.18,1,Apod,None
1,0,174514.17,12802.0666666667,3114.17,1460.4,1,Trip12,None
1,0,174540.51,12797.8766666667,3140.51,1456.21,1,Comt,Nuclear
1,0,174513.97,12794.3666666667,3113.97,1452.7,1,Grb2,None
1,0,174521.1,12792.9866666667,3121.1,1451.32,1,Itm2b,None
1,0,174511.31,12787.7366666667,3111.31,1446.07,1,Ftl1,None
1,0,174503.59,12771.4766666667,3103.59,1429.81,1,Ube2k,None
1,0,174510.43,12767.7966666667,3110.43,1426.13,1,Ptprz1,None
1,0,172695.3,12760.9866666667,1295.3,1419.32,1,Clu,None
1,0,174356.06,12756.0466666667,2956.06,1414.38,1,Ckb,None
