fov,cell_ID,x_global_px,y_global_px,x_local_px,y_local_px,z,target,CellComp
1,392,171602.117,11915.4666666667,202.117,573.8,1,Tnrc6a,Nuclear
1,392,171591.417,11915.0666666667,191.417,573.4,1,Cacna1e,Nuclear
1,392,171568.06,11914.2866666667,168.06,572.62,1,Atg4c,Nuclear
1,392,171592.067,11913.9966666667,192.067,572.33,1,Ybx1,Nuclear
1,392,171600.233,11912.4466666667,200.233,570.78,1,Cd55,Nuclear
1,392,171592.267,11911.9366666667,192.267,570.27,1,Plcb1,Nuclear
1,392,171604.571,11911.8366666667,204.571,570.17,1,Oprk1,Nuclear
1,392,171562.12,11910.7066666667,162.12,569.04,1,Cd9,Nuclear
1,392,171606.683,11909.8966666667,206.683,568.23,1,Calm1,Nuclear
1,392,171561.556,11909.9466666667,161.556,568.28,1,Hmgb1,Nuclear
1,392,171554.58,11908.6866666667,154.58,567.02,1,Fus,Nuclear
1,392,171544.35,11908.3666666667,144.35,566.7,1,Mef2c,Nuclear
1,392,171563.562,11907.2266666667,163.562,565.56,1,Invs,Nuclear
1,392,171576.85,11906.9366666667,176.85,565.27,1,Rbfox3,Nuclear
1,392,171579.45,11906.7666666667,179.45,565.1,1,Spg11,Nuclear
1,392,171573.414,11906.4066666667,173.414,564.74,1,Malat1,Nuclear
1,392,171608.94,11906.3066666667,208.94,564.64,1,Plcb1,Nuclear
1,392,171545.6,11904.4266666667,145.6,562.76,1,Fth1,Nuclear
1,392,171608.417,11903.9666666667,208.417,562.3,1,Ndrg4,Nuclear
1,392,171556.4,11904.2966666667,156.4,562.63,1,Slc25a12,Nuclear
1,392,171581.967,11903.6666666667,181.967,562,1,Malat1,Nuclear
1,392,171592.85,11903.4866666667,192.85,561.82,1,Sv2b,Nuclear
1,392,171615.667,11901.9666666667,215.667,560.3,1,Atp1b1,Nuclear
1,392,171587.42,11900.5866666667,187.42,558.92,1,Malat1,Nuclear
1,392,171604.76,11899.6266666667,204.76,557.96,1,Ifnar1,Nuclear
1,392,171595.533,11898.7666666667,195.533,557.1,1,Malat1,Nuclear
1,392,171556.467,11896.8866666667,156.467,555.22,1,Mllt11,Nuclear
1,392,171598.2,11895.8666666667,198.2,554.2,1,Atp1b1,Nuclear
1,392,171575.7,11895.2366666667,175.7,553.57,1,Meg3,Nuclear
1,392,171559.133,11892.9366666667,159.133,551.27,1,Kalrn,Nuclear
1,392,171564.729,11887.0366666667,164.729,545.37,1,Aldoa,Nuclear
1,392,171601.88,11886.2266666667,201.88,544.56,1,Smad3,Nuclear
1,392,171604.129,11885.2666666667,204.129,543.6,1,Atp2b2,Nuclear
1,392,171576.78,11884.0466666667,176.78,542.38,1,Rtn4,Nuclear
1,392,171579.543,11883.6566666667,179.543,541.99,1,Calm1,Nuclear
1,392,171591.325,11880.5466666667,191.325,538.88,1,Gm2a,Nuclear
1,392,171592.96,11880.5666666667,192.96,538.9,1,Cpe,Nuclear
1,392,171579.2,11880.2566666667,179.2,538.59,1,Prnp,Nuclear
1,392,171584.717,11877.1466666667,184.717,535.48,1,Myl6,Nuclear
1,396,171471.0375,11899.2666666667,71.0375,557.6,1,Itm2c,Nuclear
1,401,172067.28,11890.6666666667,667.28,549,0,Wac,Nuclear
1,401,172061.4,11881.1766666667,661.4,539.51,0,Malat1,Nuclear
1,401,172048.5,11880.6666666667,648.5,539,0,Chat,Nuclear
1,401,172086.475,11861.8166666667,686.475,520.15,0,Bin1,Nuclear
1,401,172088.15,11856.3166666667,688.15,514.65,0,Hmgb1,Nuclear
1,401,172084.9,11854.4066666667,684.9,512.74,0,Nedd4l,Nuclear
1,401,172103.9,11898.4466666667,703.9,556.78,1,Il1rap,Nuclear
1,401,172082.625,11898.1666666667,682.625,556.5,1,Calm2,Nuclear
1,401,172086.286,11895.9666666667,686.286,554.3,1,Dync1h1,Nuclear
1,401,172083.543,11895.4266666667,683.543,553.76,1,Grid1,Nuclear
1,401,172054.92,11891.7266666667,654.92,550.06,1,Tfdp2,Nuclear
1,401,172081.483,11891.7166666667,681.483,550.05,1,Pik3r1,Nuclear
1,401,172048.812,11891.0966666667,648.812,549.43,1,Rit2,Nuclear
1,401,172066.95,11890.6566666667,666.95,548.99,1,Wac,Nuclear
1,401,172044.46,11884.8466666667,644.46,543.18,1,Htr2a,Nuclear
1,401,172042.7,11884.6266666667,642.7,542.96,1,Mapk8,Nuclear
1,401,172070.333,11883.8366666667,670.333,542.17,1,Malat1,Nuclear
1,401,172039.96,11883.4466666667,639.96,541.78,1,Malat1,Nuclear
1,401,172070.425,11882.8166666667,670.425,541.15,1,Malat1,Nuclear
1,401,172063.183,11881.8966666667,663.183,540.23,1,Egr1,Nuclear
1,401,172059.8,11881.5966666667,659.8,539.93,1,Egr1,Nuclear
1,401,172076.733,11881.2866666667,676.733,539.62,1,Mib1,Nuclear
1,401,172062.055,11880.7766666667,662.055,539.11,1,Malat1,Nuclear
1,401,172034.02,11879.9866666667,634.02,538.32,1,Rtn1,Nuclear
1,401,172061.96,11879.8466666667,661.96,538.18,1,Malat1,Nuclear
1,401,172054.58,11879.4666666667,654.58,537.8,1,Camk4,Nuclear
1,401,172084.2,11878.1366666667,684.2,536.47,1,Arpp21,Nuclear
1,401,172073.925,11877.8466666667,673.925,536.18,1,Trio,Nuclear
1,401,172040.38,11876.9866666667,640.38,535.32,1,Sorbs1,Nuclear
1,401,172051.014,11876.5066666667,651.014,534.84,1,Ppp3ca,Nuclear
1,401,172062.967,11874.6366666667,662.967,532.97,1,Malat1,Nuclear
1,401,172033.4,11870.7266666667,633.4,529.06,1,Malat1,Membrane
1,401,172057.34,11867.8666666667,657.34,526.2,1,Malat1,Nuclear
1,401,172058.5,11866.8666666667,658.5,525.2,1,Malat1,Nuclear
1,401,172086.938,11861.8166666667,686.938,520.15,1,Bin1,Nuclear
1,401,172091.4,11861.5066666667,691.4,519.84,1,Plcb1,Nuclear
1,401,172086.164,11860.3266666667,686.164,518.66,1,Slc2a13,Nuclear
1,401,172057.733,11858.5766666667,657.733,516.91,1,Gnas,Nuclear
1,401,172057.067,11857.9666666667,657.067,516.3,1,Gnas,Nuclear
1,401,172068.957,11857.3566666667,668.957,515.69,1,Cox6c,Nuclear
1,401,172071.844,11857.5066666667,671.844,515.84,1,Sstr4,Nuclear
1,401,172087.057,11855.7566666667,687.057,514.09,1,Calm2,Nuclear
1,401,172086.525,11854.1366666667,686.525,512.47,1,Ppp2r2c,Nuclear
1,401,172117.05,11853.6466666667,717.05,511.98,1,Gnaq,Nuclear
1,401,172062.86,11852.6666666667,662.86,511,1,Tnrc6b,Nuclear
1,401,172071.067,11851.7466666667,671.067,510.08,1,Gpr158,Nuclear
1,401,172075.078,11851.8066666667,675.078,510.14,1,Cacna1b,Nuclear
1,401,172069.225,11849.9866666667,669.225,508.32,1,Cst3,Nuclear
1,401,172082.527,11847.6166666667,682.527,505.95,1,Usp15,Nuclear
1,401,172106.857,11846.9066666667,706.857,505.24,1,Mef2c,Nuclear
1,401,172071.1,11841.5866666667,671.1,499.92,1,Kalrn,Nuclear
1,401,172080.625,11840.0466666667,680.625,498.38,1,Snap25,Nuclear
1,401,172077.25,11898.9366666667,677.25,557.27,1,Camk2g,Nuclear
1,401,172046.72,11895.5266666667,646.72,553.86,1,Tspan7,Nuclear
1,401,172053.633,11893.6366666667,653.633,551.97,1,Tfdp2,Nuclear
1,401,172049.643,11890.0266666667,649.643,548.36,1,Rit2,Nuclear
1,401,172057.675,11889.3166666667,657.675,547.65,1,Maml2,Nuclear
1,401,172082.133,11887.5166666667,682.133,545.85,1,Malat1,Nuclear
1,401,172094.383,11880.8866666667,694.383,539.22,1,Tle4,Nuclear
1,401,172060.878,11877.3466666667,660.878,535.68,1,Malat1,Nuclear
1,401,172063.683,11874.0666666667,663.683,532.4,1,Malat1,Nuclear
1,401,172059.7,11872.5666666667,659.7,530.9,1,Sparc,Nuclear
1,401,172049.391,11871.7366666667,649.391,530.07,1,Tnrc6a,Nuclear
1,401,172060.64,11872.1066666667,660.64,530.44,1,Sparc,Nuclear
1,401,172036.443,11864.4066666667,636.443,522.74,1,Pcsk6,Nuclear
1,401,172096.16,11861.5866666667,696.16,519.92,1,Tcf4,Nuclear
1,401,172062.571,11861.3666666667,662.571,519.7,1,Malat1,Nuclear
1,401,172084.536,11855.2766666667,684.536,513.61,1,Nedd4l,Nuclear
1,401,172113.082,11850.4966666667,713.082,508.83,1,Gnaq,Nuclear
1,401,172106.45,11847.6866666667,706.45,506.02,1,Mef2c,Nuclear
1,401,172073.02,11845.1666666667,673.02,503.5,1,Chrm1,Nuclear
1,401,172096.24,11844.5866666667,696.24,502.92,1,Tspan7,Nuclear
1,401,172081.08,11844.4666666667,681.08,502.8,1,Arpp21,Nuclear
1,413,171861.8,11810.8366666667,461.8,469.17,0,Malat1,Nuclear
1,413,171862.08,11808.9066666667,462.08,467.24,0,Malat1,Nuclear
1,413,171860.225,11800.8466666667,460.225,459.18,0,Mc5r,Nuclear
1,413,171883.811,11792.5266666667,483.811,450.86,0,Nrgn,Nuclear
1,413,171894,11791.6866666667,494,450.02,0,Kdm4a,Nuclear
1,413,171893.15,11790.9166666667,493.15,449.25,0,Kdm4a,Nuclear
1,413,171895.033,11790.4166666667,495.033,448.75,0,Cspg5,Nuclear
1,413,171894.15,11789.7466666667,494.15,448.08,0,Cspg5,Nuclear
1,413,171876.8,11772.6266666667,476.8,430.96,0,Hip1,Nuclear
1,413,171866.286,11769.2366666667,466.286,427.57,0,Hsph1,Nuclear
1,413,171899.933,11762.7966666667,499.933,421.13,0,Thrb,Nuclear
1,413,171892.24,11759.8266666667,492.24,418.16,0,Selenow,Nuclear
1,413,171861.325,11754.5466666667,461.325,412.88,0,Grin2a,Nuclear
1,413,171902.28,11747.4066666667,502.28,405.74,0,Calm2,Nuclear
1,413,171853.1,11744.6966666667,453.1,403.03,0,Malat1,Nuclear
1,413,171855.9,11723.3366666667,455.9,381.67,0,Malat1,Nuclear
1,413,171877.8,11714.7666666667,477.8,373.1,0,Tspan5,Nuclear
1,413,171869.914,11713.4366666667,469.914,371.77,0,Clu,Nuclear
1,413,171858.167,11708.3866666667,458.167,366.72,0,Polr2f,Nuclear
1,413,171827.15,11706.0866666667,427.15,364.42,0,Bcan,Nuclear
1,413,171840.045,11703.8466666667,440.045,362.18,0,Prkcq,Nuclear
1,413,171861.786,11703.7666666667,461.786,362.1,0,Gnao1,Nuclear
1,413,171853.483,11702.7666666667,453.483,361.1,0,Malat1,Nuclear
1,413,171871.86,11702.7066666667,471.86,361.04,0,Gad2,Nuclear
1,413,171835,11698.8066666667,435,357.14,0,Vim,Nuclear
1,413,171857.2,11698.3266666667,457.2,356.66,0,Hnrnpa2b1,Nuclear
1,413,171862.8,11696.5866666667,462.8,354.92,0,Ldha,Nuclear
1,413,171859.075,11694.6666666667,459.075,353,0,Malat1,Nuclear
1,413,171853.667,11692.8866666667,453.667,351.22,0,Sstr4,Nuclear
1,413,171831.967,11692.7666666667,431.967,351.1,0,Mfge8,Nuclear
1,413,171838.32,11692.6866666667,438.32,351.02,0,Gad2,Nuclear
1,413,171899.175,11688.9166666667,499.175,347.25,0,Mib1,Nuclear
1,413,171864.66,11686.4666666667,464.66,344.8,0,Csnk2a1,Nuclear
1,413,171846.04,11685.0166666667,446.04,343.35,0,Tuba1a/b/c,Nuclear
1,413,171865.25,11684.3666666667,465.25,342.7,0,Mt3,Nuclear
1,413,171903.117,11682.9666666667,503.117,341.3,0,Tcf4,Cytoplasm
1,413,171862.786,11681.9566666667,462.786,340.29,0,Dgki,Nuclear
1,413,171866.2,11681.7266666667,466.2,340.06,0,Malat1,Nuclear
1,413,171851.144,11678.8266666667,451.144,337.16,0,Glul,Nuclear
1,413,171853.25,11675.8666666667,453.25,334.2,0,Scd2,Nuclear
1,413,171861.817,11808.1366666667,461.817,466.47,0,Meg3,Nuclear
1,413,171865.717,11807.9166666667,465.717,466.25,0,Bmpr2,Nuclear
1,413,171871.64,11790.6466666667,471.64,448.98,0,Tardbp,Nuclear
1,413,171866.6,11772.9966666667,466.6,431.33,0,Tspo,Nuclear
1,413,171869.15,11769.1466666667,469.15,427.48,0,Nf1,Nuclear
1,413,171877.283,11763.9366666667,477.283,422.27,0,Malat1,Nuclear
1,413,171863.257,11758.1666666667,463.257,416.5,0,6330403K07Rik,Nuclear
1,413,171892.86,11756.3866666667,492.86,414.72,0,Dync1li2,Nuclear
1,413,171891.9,11756.4866666667,491.9,414.82,0,Dync1li2,Nuclear
1,413,171912.55,11747.7166666667,512.55,406.05,0,Ywhaz,Nuclear
1,413,171914.825,11747.2666666667,514.825,405.6,0,Itm2b,Nuclear
1,413,171913.32,11744.5866666667,513.32,402.92,0,Thy1,Nuclear
1,413,171853.225,11741.9366666667,453.225,400.27,0,Snap25,Nuclear
1,413,171906.625,11738.5166666667,506.625,396.85,0,Camk2a,Nuclear
1,413,171855.78,11714.9466666667,455.78,373.28,0,Malat1,Nuclear
1,413,171856.28,11712.8066666667,456.28,371.14,0,Itm2b,Nuclear
1,413,171880.283,11712.2866666667,480.283,370.62,0,Malat1,Nuclear
1,413,171841.325,11711.3766666667,441.325,369.71,0,Gnas,Nuclear
1,413,171876.129,11710.8766666667,476.129,369.21,0,Malat1,Nuclear
1,413,171872.2,11709.8366666667,472.2,368.17,0,Abi1,Nuclear
1,413,171866.15,11707.4666666667,466.15,365.8,0,Malat1,Nuclear
1,413,171842.45,11704.4666666667,442.45,362.8,0,Malat1,Nuclear
1,413,171854.9,11703.4866666667,454.9,361.82,0,Clu,Nuclear
1,413,171906.5,11703.9366666667,506.5,362.27,0,Meg3,Cytoplasm
1,413,171831.617,11699.4166666667,431.617,357.75,0,Gja1,Nuclear
1,413,171836.05,11699.5166666667,436.05,357.85,0,Nckap1,Nuclear
1,413,171906.55,11699.4666666667,506.55,357.8,0,Tkt,Cytoplasm
1,413,171869.314,11697.6666666667,469.314,356,0,Malat1,Nuclear
1,413,171878.35,11693.6966666667,478.35,352.03,0,Fgf2,Nuclear
1,413,171865.163,11693.1466666667,465.163,351.48,0,Apoe,Nuclear
1,413,171839.914,11691.8766666667,439.914,350.21,0,Aplnr,Nuclear
1,413,171854.987,11689.4566666667,454.987,347.79,0,Malat1,Nuclear
1,413,171875.586,11688.7666666667,475.586,347.1,0,Gba,Nuclear
1,413,171868.5,11815.4766666667,468.5,473.81,1,Pkn2,Cytoplasm
1,413,171865.567,11806.9966666667,465.567,465.33,1,Samhd1,Nuclear
1,413,171879.017,11804.6366666667,479.017,462.97,1,Nrgn,Nuclear
1,413,171871.125,11803.8866666667,471.125,462.22,1,Camk2g,Nuclear
1,413,171865.82,11797.9866666667,465.82,456.32,1,Adar,Nuclear
1,413,171899.86,11797.5066666667,499.86,455.84,1,Cacna1b,Nuclear
1,413,171900.043,11792.4566666667,500.043,450.79,1,Malat1,Nuclear
1,413,171902.02,11787.5266666667,502.02,445.86,1,Meg3,Nuclear
1,413,171891.25,11785.6866666667,491.25,444.02,1,Malat1,Nuclear
1,413,171892.12,11785.2666666667,492.12,443.6,1,Rtn3,Nuclear
1,413,171891,11784.6966666667,491,443.03,1,Rtn3,Nuclear
1,413,171894.8,11783.7866666667,494.8,442.12,1,Traf3,Nuclear
1,413,171863.99,11782.8766666667,463.99,441.21,1,Meg3,Nuclear
1,413,171860.983,11777.8466666667,460.983,436.18,1,Dgki,Nuclear
1,413,171867.383,11776.4866666667,467.383,434.82,1,Cacna1a,Nuclear
1,413,171862.06,11775.4266666667,462.06,433.76,1,Dync1li2,Nuclear
1,413,171879.5,11773.4666666667,479.5,431.8,1,Wdr59,Nuclear
1,413,171892.14,11773.2066666667,492.14,431.54,1,Snap25,Nuclear
1,413,171891.413,11772.9666666667,491.413,431.3,1,Snap25,Nuclear
1,413,171864.667,11772.5466666667,464.667,430.88,1,Camk2g,Nuclear
1,413,171877.225,11770.1366666667,477.225,428.47,1,Gphn,Nuclear
1,413,171860.02,11767.9866666667,460.02,426.32,1,Gria2,Nuclear
1,413,171889.744,11767.6566666667,489.744,425.99,1,Nell2,Nuclear
1,413,171893.025,11766.0966666667,493.025,424.43,1,Ago3,Nuclear
1,413,171869.522,11765.6866666667,469.522,424.02,1,Hip1,Nuclear
1,413,171870.629,11765.7666666667,470.629,424.1,1,Adcy1,Nuclear
1,413,171891.414,11765.5266666667,491.414,423.86,1,Ube4b,Nuclear
1,413,171862.6,11765.4366666667,462.6,423.77,1,Atp2a2,Nuclear
1,413,171882.343,11763.5066666667,482.343,421.84,1,Malat1,Nuclear
1,413,171885.94,11762.8866666667,485.94,421.22,1,Hmgb1,Nuclear
1,413,171886.875,11762.7066666667,486.875,421.04,1,Hmgb1,Nuclear
1,413,171873.617,11762.3966666667,473.617,420.73,1,Ubr5,Nuclear
1,413,171860.34,11762.1666666667,460.34,420.5,1,Camk2b,Nuclear
1,413,171883.843,11762.2966666667,483.843,420.63,1,Ncor1,Nuclear
1,413,171890.733,11759.7166666667,490.733,418.05,1,Malat1,Nuclear
1,413,171866.729,11758.7666666667,466.729,417.1,1,Trio,Nuclear
1,413,171878.829,11758.0366666667,478.829,416.37,1,Acer3,Nuclear
1,413,171918.875,11757.6866666667,518.875,416.02,1,Mef2c,Nuclear
1,413,171877.143,11757.6666666667,477.143,416,1,Malat1,Nuclear
1,413,171878.971,11757.7366666667,478.971,416.07,1,Pik3r1,Nuclear
1,413,171877.767,11756.8966666667,477.767,415.23,1,Olfm1,Nuclear
1,413,171884.5,11756.9066666667,484.5,415.24,1,Malat1,Nuclear
1,413,171867.837,11756.6966666667,467.837,415.03,1,Malat1,Nuclear
1,413,171891.783,11756.4166666667,491.783,414.75,1,Dync1li2,Nuclear
1,413,171913.683,11756.2166666667,513.683,414.55,1,Mef2c,Nuclear
1,413,171889.643,11755.8966666667,489.643,414.23,1,Comt,Nuclear
1,413,171874.144,11754.6966666667,474.144,413.03,1,Pak1,Nuclear
1,413,171913.083,11754.4966666667,513.083,412.83,1,Ldha,Nuclear
1,413,171866.325,11752.9066666667,466.325,411.24,1,Cyfip2,Nuclear
1,413,171875.88,11752.6466666667,475.88,410.98,1,Cyfip2,Nuclear
1,413,171881.68,11751.8066666667,481.68,410.14,1,Nrgn,Nuclear
1,413,171915.186,11748.7766666667,515.186,407.11,1,Snap25,Nuclear
1,413,171879.886,11746.7066666667,479.886,405.04,1,Sv2a,Nuclear
1,413,171910.7,11745.9166666667,510.7,404.25,1,Calm1,Nuclear
1,413,171862.82,11745.8266666667,462.82,404.16,1,Grin2a,Nuclear
1,413,171854.183,11745.4166666667,454.183,403.75,1,Malat1,Nuclear
1,413,171858.067,11744.9966666667,458.067,403.33,1,Tcf12,Nuclear
1,413,171907.975,11742.7166666667,507.975,401.05,1,Gria4,Nuclear
1,413,171850.167,11742.6366666667,450.167,400.97,1,Ywhaz,Nuclear
1,413,171853.414,11742.3066666667,453.414,400.64,1,Snap25,Nuclear
1,413,171909.05,11742.0166666667,509.05,400.35,1,Gria4,Nuclear
1,413,171910.171,11741.7266666667,510.171,400.06,1,Gria4,Nuclear
1,413,171882.083,11740.7966666667,482.083,399.13,1,Tbl1x,Nuclear
1,413,171859.64,11737.4066666667,459.64,395.74,1,Camk2b,Nuclear
1,413,171901.883,11732.3466666667,501.883,390.68,1,Cox4i1,Nuclear
1,413,171902.99,11732.0266666667,502.99,390.36,1,Cox4i1,Nuclear
1,413,171838.286,11731.5766666667,438.286,389.91,1,Hsp90ab1,Nuclear
1,413,171899.7,11730.0166666667,499.7,388.35,1,Clstn1,Nuclear
1,413,171889.6,11729.0466666667,489.6,387.38,1,Itm2b,Nuclear
1,413,171891.925,11728.7866666667,491.925,387.12,1,App,Nuclear
1,413,171895.78,11728.1966666667,495.78,386.53,1,Rtn4,Nuclear
1,413,171862.54,11727.9466666667,462.54,386.28,1,Rtn3,Nuclear
1,413,171867.712,11727.5266666667,467.712,385.86,1,Malat1,Nuclear
1,413,171856.471,11723.2966666667,456.471,381.63,1,Malat1,Nuclear
1,413,171910.78,11720.6066666667,510.78,378.94,1,Ifnar1,Cytoplasm
1,413,171864.18,11718.6466666667,464.18,376.98,1,Malat1,Nuclear
1,413,171849.267,11717.7666666667,449.267,376.1,1,Glul,Nuclear
1,413,171859.05,11717.8466666667,459.05,376.18,1,Aldh1l1,Nuclear
1,413,171841.018,11717.6466666667,441.018,375.98,1,Tuba1a/b/c,Nuclear
1,413,171870.925,11717.6166666667,470.925,375.95,1,Gap43,Nuclear
1,413,171843.889,11717.5266666667,443.889,375.86,1,Ckb,Nuclear
1,413,171830.882,11716.8066666667,430.882,375.14,1,Glul,Nuclear
1,413,171877.167,11715.0666666667,477.167,373.4,1,Tspan5,Nuclear
1,413,171845.711,11714.6266666667,445.711,372.96,1,Bcan,Nuclear
1,413,171874.812,11713.7766666667,474.812,372.11,1,Ntrk2,Nuclear
1,413,171826.05,11713.2866666667,426.05,371.62,1,Adgrg1,Nuclear
1,413,171871.989,11713.1466666667,471.989,371.48,1,Shc3,Nuclear
1,413,171882.3,11712.3966666667,482.3,370.73,1,Calm2,Nuclear
1,413,171878.9,11711.8666666667,478.9,370.2,1,Malat1,Nuclear
1,413,171830.3,11711.1466666667,430.3,369.48,1,Malat1,Nuclear
1,413,171875.7,11711.0566666667,475.7,369.39,1,Malat1,Nuclear
1,413,171851.388,11710.8066666667,451.388,369.14,1,Slc1a3,Nuclear
1,413,171861.073,11709.4766666667,461.073,367.81,1,Daam2,Nuclear
1,413,171845.362,11709.1566666667,445.362,367.49,1,Phkb,Nuclear
1,413,171862.04,11709.0866666667,462.04,367.42,1,Slc1a2,Nuclear
1,413,171891.025,11708.9366666667,491.025,367.27,1,Calm3,Nuclear
1,413,171873.911,11708.7666666667,473.911,367.1,1,Prex1,Nuclear
1,413,171859.15,11708.5266666667,459.15,366.86,1,Polr2f,Nuclear
1,413,171905.692,11708.5566666667,505.692,366.89,1,Pik3r1,Nuclear
1,413,171872.237,11707.5966666667,472.237,365.93,1,Tnik,Nuclear
1,413,171866.43,11707.6066666667,466.43,365.94,1,Ndrg2,Nuclear
1,413,171874.96,11705.9066666667,474.96,364.24,1,Apoe,Nuclear
1,413,171907.06,11705.8266666667,507.06,364.16,1,Gnb1,Cytoplasm
1,413,171866.233,11705.7166666667,466.233,364.05,1,Glul,Nuclear
1,413,171835.111,11704.9966666667,435.111,363.33,1,Dnajc1,Nuclear
1,413,171859.84,11704.9766666667,459.84,363.31,1,Malat1,Nuclear
1,413,171866.835,11704.8566666667,466.835,363.19,1,Gria2,Nuclear
1,413,171872.812,11704.2966666667,472.812,362.63,1,Malat1,Nuclear
1,413,171861.986,11704.2566666667,461.986,362.59,1,Gnao1,Nuclear
1,413,171877.975,11704.2766666667,477.975,362.61,1,Csf1,Nuclear
1,413,171868.75,11703.7366666667,468.75,362.07,1,Mertk,Nuclear
1,413,171877.037,11703.7066666667,477.037,362.04,1,Cxcl14,Nuclear
1,413,171878.267,11703.4866666667,478.267,361.82,1,Cxcl14,Nuclear
1,413,171873.267,11703.1966666667,473.267,361.53,1,Bcan,Nuclear
1,413,171872.185,11702.9866666667,472.185,361.32,1,Gad2,Nuclear
1,413,171908.967,11702.8466666667,508.967,361.18,1,Atp1b1,Cytoplasm
1,413,171879.08,11702.5666666667,479.08,360.9,1,Ahcyl1,Nuclear
1,413,171906.367,11702.2466666667,506.367,360.58,1,Cntn4,Cytoplasm
1,413,171909.411,11700.1666666667,509.411,358.5,1,Calm3,Cytoplasm
1,413,171891.286,11699.9666666667,491.286,358.3,1,Malat1,Nuclear
1,413,171875.2,11699.5466666667,475.2,357.88,1,Ptpn4,Nuclear
1,413,171861.787,11699.2466666667,461.787,357.58,1,Tuba1a/b/c,Nuclear
1,413,171858.343,11698.9566666667,458.343,357.29,1,Hnrnpa2b1,Nuclear
1,413,171860.433,11697.7966666667,460.433,356.13,1,Bcan,Nuclear
1,413,171859.82,11697.2266666667,459.82,355.56,1,Bcan,Nuclear
1,413,171853.914,11696.3266666667,453.914,354.66,1,Daam2,Nuclear
1,413,171839.96,11695.9366666667,439.96,354.27,1,Grin1,Nuclear
1,413,171907.191,11695.8166666667,507.191,354.15,1,Rtn3,Cytoplasm
1,413,171857.85,11694.6866666667,457.85,353.02,1,Cacna2d1,Nuclear
1,413,171840.957,11694.5566666667,440.957,352.89,1,Gnaq,Nuclear
1,413,171855.927,11694.3466666667,455.927,352.68,1,Sptan1,Nuclear
1,413,171857.822,11694.2266666667,457.822,352.56,1,Bcan,Nuclear
1,413,171854.15,11693.3466666667,454.15,351.68,1,Glul,Nuclear
1,413,171893.971,11692.9566666667,493.971,351.29,1,Zwint,Nuclear
1,413,171870.42,11691.5266666667,470.42,349.86,1,Prickle2,Nuclear
1,413,171849.415,11691.0466666667,449.415,349.38,1,Pik3r1,Nuclear
1,413,171871.067,11690.8166666667,471.067,349.15,1,Prickle2,Nuclear
1,413,171879.782,11690.4666666667,479.782,348.8,1,Acer3,Nuclear
1,413,171848.329,11690.2266666667,448.329,348.56,1,Atg7,Nuclear
1,413,171905.929,11690.2666666667,505.929,348.6,1,Hsp90ab1,Cytoplasm
1,413,171903.714,11689.7766666667,503.714,348.11,1,Cacnb2,Cytoplasm
1,413,171854.9,11689.5666666667,454.9,347.9,1,Grk3,Nuclear
1,413,171856.222,11689.3466666667,456.222,347.68,1,Slc25a4,Nuclear
1,413,171899.683,11689.4366666667,499.683,347.77,1,Mib1,Nuclear
1,413,171849.018,11689.0566666667,449.018,347.39,1,Slc6a11,Nuclear
1,413,171871.1,11688.4466666667,471.1,346.78,1,Slc1a2,Nuclear
1,413,171830.91,11687.7766666667,430.91,346.11,1,Scd2,Nuclear
1,413,171890.66,11687.5566666667,490.66,345.89,1,Slc1a3,Nuclear
1,413,171846.243,11687.4366666667,446.243,345.77,1,Slc6a11,Nuclear
1,413,171878.925,11686.9366666667,478.925,345.27,1,Ntrk1,Nuclear
1,413,171871.6,11686.8266666667,471.6,345.16,1,Ptn,Nuclear
1,413,171874.88,11686.7066666667,474.88,345.04,1,Ptprz1,Nuclear
1,413,171877.067,11686.8466666667,477.067,345.18,1,Prnp,Nuclear
1,413,171902.117,11686.4366666667,502.117,344.77,1,Ppfia2,Cytoplasm
1,413,171869.071,11685.3566666667,469.071,343.69,1,Plxna4,Nuclear
1,413,171840.625,11684.7366666667,440.625,343.07,1,Clu,Nuclear
1,413,171839.8,11684.0166666667,439.8,342.35,1,Clu,Nuclear
1,413,171860.013,11681.5266666667,460.013,339.86,1,Eif4a2,Nuclear
1,413,171859.943,11681.3266666667,459.943,339.66,1,Map2k5,Nuclear
1,413,171902.95,11680.1666666667,502.95,338.5,1,Pink1,Cytoplasm
1,413,171839.3,11678.8266666667,439.3,337.16,1,Glul,Nuclear
1,413,171880.844,11678.1866666667,480.844,336.52,1,P2ry14,Nuclear
1,413,171838.8,11677.9766666667,438.8,336.31,1,Glul,Nuclear
1,413,171881.627,11677.7066666667,481.627,336.04,1,P2ry14,Nuclear
1,413,171873.65,11677.6466666667,473.65,335.98,1,Slc25a12,Nuclear
1,413,171853.814,11676.8966666667,453.814,335.23,1,Scd2,Nuclear
1,413,171857,11673.6666666667,457,332,1,Gls,Nuclear
1,413,171842.255,11672.4466666667,442.255,330.78,1,Aldoc,Nuclear
1,413,171870.422,11672.4366666667,470.422,330.77,1,Calm3,Nuclear
1,413,171856.167,11814.6966666667,456.167,473.03,1,Malat1,Cytoplasm
1,413,171865.867,11810.4166666667,465.867,468.75,1,Invs,Nuclear
1,413,171870.871,11805.2666666667,470.871,463.6,1,Malat1,Nuclear
1,413,171870.843,11804.4266666667,470.843,462.76,1,Malat1,Nuclear
1,413,171863.471,11801.7566666667,463.471,460.09,1,Trip12,Nuclear
